char,waitau,hakka,notes
聊,liu4,liau2,
膫,liu4,liau2,
遼,liu4,liau2,
鷯,liu4,liau2,
蟟,liu4,liau2,
鐐,liu4,liau2,
繚,liu4,liau2,
瞭,liu4,liau2,～望
獠,liu4,liau2,
膋,liu4,liau2,
療,liu4,liau2,
飂,liu4,liau4,
瞭,liu1,liau3,～解
镽,liu1,liau3,
鄝,liu1,liau3,
了,liu1,liau3,
料,liu6,liau4,
燎,liu6,liau4,
尥,liu6,liau4,
廖,liu6,liau4,
砢,lo2,lo3,
臝,lo2,lo3,
裸,lo2,lo3,
籮,lo4,lo2,
摞,lo4,lo2,
囉,lo4,lo2,
欏,lo4,lo2,
蘿,lo4,lo2,
螺,lo4,lo2,
鑼,lo4,lo2,
蔂,lo4,lo2,
騾,lo4,lo2,
覶,lo4,lo2,
腡,lo4,lo2,
羅,lo4,lo2,
儸,lo4,lo2,
邏,lo4,lo3,
玀,lo4,lo2,
鸁,lo1,lo3,
蠃,lo1,lo3,
瘰,lo1,lo3,
棶,löi4,loi2,
崍,löi4,loi2,
淶,löi4,loi2,
來,löi4,loi2,
唻,löi4,loi2,
箂,löi4,loi2,
騋,löi4,loi2,
郲,löi4,loi2,
萊,löi4,loi2,
鯠,löi4,loi2,
徠,löi4,loi2,
驢,lü4,li2,
檑,löi4,lui2,
畾,löi4,lui2,
櫑,löi4,lui2,
羸,löi4,lui2,
鐳,löi4,lui2,
雷,löi4,lui2,
纍,löi4,lui2,
罍,löi4,lui2,
樏,löi4,lui2,
縲,löi4,lui2,
蕾,löi4,lui2,芭～
虆,löi4,lui2,
擂,löi4,lui2,
嫘,löi4,lui2,
儽,löi4,lui2,
裡,lü1,li1,
侶,lü1,li1,
鸓,löi1,lui3,
櫚,lü1,li1,
呂,lü1,li1,
閭,lü1,li1,
絫,lü1,li3,
旅,lü1,li3,
祣,lü1,li3,
梠,lü1,li1,
膂,lü1,li3,
沴,lü1,li3,
屢,lü1,li1,
壘,löi1,lui3,
癗,löi1,lui3,
儡,löi1,lui3,
藟,löi1,lui3,
蕾,löi1,lui3,花～
磊,löi1,lui3,
裏,li1,li1,
鋁,lü1,li1,
睞,löi6,loi3,
誄,löi6,loi3,
賚,löi6,loi3,
濾,lü6,li4,
儢,lü6,li4,
勴,lü6,li4,
慮,lü6,li4,
鑢,lü6,li4,
悷,lü6,lui4,
綟,lü6,lui4,
耒,löi6,loi3,
彙,löi6,lui4,（＝類）
累,löi6,lui4,
盭,löi6,lui4,
礧,löi6,lui4,
淚,löi6,lui4,
唳,löi6,lui4,
戾,löi6,lui4,
類,löi6,lui4,
纇,löi6,lui4,
蜧,löi6,lui4,
咯,lok2,gok6,～～叫
犖,lok2,lok5,
酪,lok6,lok5,
硌,lok6,lok6,
濼,lok6,lok6,
洛,lok6,lok6,
烙,lok6,lok6,
珞,lok6,lok6,
駱,lok6,lok6,
落,lok6,lok6,
絡,lok6,lok6,
雒,lok6,lok6,
樂,lok6,lok6,快～
略,lök6,liok6,
掠,lök6,liok6,
卵,läng2,lon3,
潾,läng4,lin2,
嶙,läng4,lin2,
疄,läng4,lin2,
璘,läng4,lin2,
燐,läng4,lin2,
粼,läng4,lin2,
鱗,läng4,lin1,魚～
鱗,läng4,lin2,～片
鄰,läng4,lin2,
麟,läng4,lin2,
遴,läng4,lin2,
輪,läng4,lin2,車～
輪,läng4,lun2,～流
驎,läng4,lin2,
橉,läng4,lin4,
崙,läng4,lun2,
倫,läng4,lun2,
圇,läng4,lun2,
掄,läng4,lun2,
淪,läng4,lun2,
侖,läng4,lun2,
綸,läng4,lun2,
蜦,läng4,lun2,
碖,läng4,lun2,
磷,läng4,lin2,
轔,läng4,lin2,
僯,läng1,lin1,
稐,läng1,lun3,
吝,läng6,lin4,
論,läng6,lun4,
藺,läng6,lin4,
両,löng2,liong3,
兩,löng2,liong3,（＝両）
踉,long4,long2,～蹌
稂,long4,long2,
狼,long4,long2,
琅,long4,long2,
廊,long4,long2,
桹,long4,long2,
筤,long4,long2,
硠,long4,long2,
蜋,long4,long2,
鋃,long4,long2,
螂,long4,long2,
榔,long4,long2,
瑯,long4,long2,
郎,long4,long2,
椋,löng4,liong2,
糧,löng4,liong2,
涼,löng4,liong2,
惊,löng4,liong2,（＝悲）
梁,löng4,liong2,
樑,löng4,liong2,
粱,löng4,liong2,
良,löng4,liong2,
輬,löng4,liong2,
綡,löng4,liong2,
莨,löng4,liong2,
踉,löng4,liong2,跳～
量,löng4,liong2,～米、商～
塱,long1,long3,
朗,long1,long3,
閬,long1,long4,
倆,löng1,liong3,
緉,löng1,liong3,
魎,löng1,liong3,
兩,löng1,liong1,～個
輛,löng1,liong3,
浪,long6,long4,
埌,long6,long4,
烺,long6,long4,
誏,long6,long4,
亮,löng6,liong4,
喨,löng6,liong4,
諒,löng6,liong4,
量,löng6,liong4,力～、～力而為
倞,löng6,liong4,
晾,long6,long4,
溧,läk6,lit6,
搮,läk6,lit6,
篥,läk6,lit6,
栗,läk6,lit6,
律,läk6,lut6,
嵂,läk6,lut6,
硉,läk6,lut6,
膟,läk6,lut6,
繂,läk6,lut6,
葎,läk6,lut6,
慄,läk6,lut6,
撈,läu1,lau1,（混合）
嚕,lu1,lu1,
佬,läu2,lau3,
癆,läu4,lau2,
牢,läu4,lau2,
蟧,läu4,lau2,
醪,läu4,lau2,
勞,läu4,lau2,
廬,lu4,lu2,
爐,lu4,lu2,
攎,lu4,lu2,
盧,lu4,lu2,
櫨,lu4,lu2,
瀘,lu4,lu2,
壚,lu4,lu2,
籚,lu4,lu2,
嚧,lu4,lu2,
鑪,lu4,lu2,
鸕,lu4,lu2,
蘆,lu4,lu2,
艫,lu4,lu2,
罏,lu4,lu2,
鱸,lu4,lu2,
纑,lu4,lu2,
顱,lu4,lu2,
轤,lu4,lu2,
臚,lu4,lu2,
玈,lu4,lu2,
嘮,läu4,lau2,
潦,läu1,lau3,～倒
恅,läu1,lau3,
栳,läu1,lau3,
咾,läu1,lau3,
橑,läu1,lau3,
老,läu1,lau3,
荖,läu1,lau3,
姥,läu1,lau3,
虜,lu1,lu1,
鹵,lu1,lu1,
滷,lu1,lu1,
櫓,lu1,lu1,
擄,lu1,lu3,
魯,lu1,lu1,
澇,läu6,lau4,
璐,lu6,lu4,
露,lu6,lu4,
鷺,lu6,lu4,
輅,lu6,lu4,
賂,lu6,lu4,
路,lu6,lu4,
潞,lu6,lu4,
嫪,läu6,lau4,
摝,luk2,luk5,
盝,luk2,luk5,
麓,luk2,luk6,
轆,luk2,luk6,
碌,luk2,luk5,
蓼,luk6,luk6,～～者莪
六,luk6,luk5,
坴,luk6,luk5,
稑,luk6,luk6,
戮,luk6,luk6,
磟,luk6,luk6,
彔,luk6,luk6,
籙,luk6,luk6,
綠,luk6,luk6,
騄,luk6,luk6,
醁,luk6,luk6,
陸,luk6,luk6,
菉,luk6,luk6,
錄,luk6,luk6,
祿,luk6,luk5,
漉,luk6,luk6,
簏,luk6,luk6,
淥,luk6,luk6,
螰,luk6,luk6,
鹿,luk6,luk6,
氯,luk6,luk6,
戀,lüng2,lien4,
癵,lüng4,lan2,
欒,lüng4,lan2,
灤,lüng4,lan2,
巒,lüng4,lan2,
鑾,lüng4,lan2,
鸞,lüng4,lan2,
羉,lüng4,lan2,
聯,lüng4,lien2,
孿,lüng4,lien2,
攣,lüng4,lien3,
孌,lüng1,lan2,
臠,lüng1,lan2,
亂,lüng6,lon4,
窿,lung1,lung1,
龍,lung4,lung2,
聾,lung4,lung1,
礱,lung4,lung2,
瓏,lung4,lung2,
朧,lung4,lung2,
癃,lung4,lung2,
瀧,lung4,lung2,
櫳,lung4,lung2,
嚨,lung4,lung2,
曨,lung4,lung2,
蘢,lung4,lung2,
襱,lung4,lung2,
隆,lung4,lung2,
蠪,lung4,lung2,
躘,lung4,lung2,
籠,lung4,lung1,
矓,lung4,lung2,
壟,lung1,lung1,
隴,lung1,lung1,
徿,lung1,lung3,
儱,lung1,lung3,
攏,lung1,lung3,
弄,lung6,lung4,
哢,lung6,lung4,
劣,lük2,lot5,
鋝,lük2,lot5,
酹,lük2,lot5,
捋,lük6,lot6,
唔,m4,m1,
呣,m6,m3,
媽,ma1,ma1,
嗎,ma1,ma3,
嬤,ma1,mo2,
孖,ma1,ma1,（兩個）
嘛,ma1,ma1,（語氣詞）
犘,ma4,ma2,
痲,ma4,ma2,
麻,ma4,ma2,
嘛,ma4,ma2,喇～
碼,ma1,ma1,
瑪,ma1,ma1,
馬,ma1,ma1,
螞,ma1,ma1,
榪,ma1,ma4,
禡,ma6,ma4,（古祭名）
罵,ma6,ma4,
咪,mäi1,mai4,（話筒）
薶,mai4,mai2,
霾,mai4,mai2,
埋,mai4,mai2,
謎,mai4,mi2,
迷,mäi4,mi2,
買,mai1,mai1,
嘪,mai1,mai3,
米,mai1,mi3,
眯,mäi1,mi1,
勱,mai6,mai4,
邁,mai6,mai4,
賣,mai6,mai4,
袂,mäi6,mi4,
擘,mæk2,mak5,
驀,mäk6,met5,
眽,mæk6,mak5,
脈,mæk6,mak5,
麥,mæk6,mak6,
陌,mäk6,met5,
嚜,mäk6,met6,
墨,mäk6,met6,
嘿,mäk6,met6,
纆,mäk6,met6,
默,mäk6,met6,
貊,mäk6,met6,
蚊,mäng1,mun1,
鞔,mæng4,man2,
鰻,mæng4,man2,
蠻,mæng4,man2,
饅,mæng4,man2,
氓,mäng4,men2,
民,mäng4,min2,
忞,mäng4,min2,
岷,mäng4,min2,
笢,mäng4,min2,
苠,mäng4,min2,
罠,mäng4,min2,
紋,mäng4,vun2,
文,mäng4,vun2,
雯,mäng4,vun2,
闅,mäng4,vun2,
魰,mäng4,vun2,
聞,mäng4,vun2,
閿,mäng4,vun2,
汶,mäng4,vun3,
玟,mäng4,min2,
晚,mæng1,man1,
紊,mäng1,fun3,
敏,mäng1,men3,
閩,mäng1,men2,
敃,mäng1,men3,
刡,mäng1,men3,
閔,mäng1,men1,
旻,mäng1,men3,
憫,mäng1,men3,
潣,mäng1,men3,
黽,mäng1,men3,
澠,mäng1,mien3,～池
泯,mäng1,min3,
抆,mäng1,min3,
刎,mäng1,vut5,
呡,mäng1,vun3,
吻,mäng1,vun3,
僶,mäng1,men3,
嫚,mæng6,man4,
慢,mæng6,man4,
墁,mæng6,man4,
槾,mæng6,man4,
僈,mæng6,man4,
幔,mæng6,man4,
漫,mæng6,man4,
鄤,mæng6,man4,
謾,mæng6,man4,
縵,mæng6,man4,
鬘,mæng6,man4,
鋄,mæng6,man4,
鏝,mæng6,man4,
万,mæng6,man4,
萬,mæng6,man4,
蔓,mæng6,man4,
曼,mæng6,man4,
璺,mäng6,mun4,
問,mäng6,mun4,
絻,mäng6,mun4,
蜢,mæng2,mang3,
盲,mæng4,mang2,
莔,mæng4,mang2,
甍,mäng4,men2,
盟,mäng4,men2,
萌,mäng4,men2,
鄳,mæng1,mang2,
艋,mæng1,mang3,
猛,mæng1,mang1,
錳,mæng1,mang1,
孟,mæng6,men4,
乜,mäk2,mak5,～介（客家話：甚麽）
抹,mæk2,mat5,（擦）
囫,mäk6,vut5,
襪,mæk6,mat5,
礣,mäk6,met6,
宓,mäk6,met6,（安靜）
謐,mäk6,met6,
蔤,mäk6,met6,
密,mäk6,mit6,
榓,mäk6,met6,
蜜,mäk6,mit6,
沕,mäk6,vut6,
物,mäk6,vut6,
勿,mäk6,vut6,
芴,mäk6,vut6,
貓,mau1,miau4,～狗
矛,mau4,mau2,
茅,mau4,mau2,
蝥,mau4,mau2,
蟊,mau4,mau2,
媌,mau4,mau2,
髳,mäu4,mau2,
牟,mäu4,meu2,
侔,mäu4,meu2,
眸,mäu4,meu2,
蛑,mäu4,meu2,
鍪,mäu4,meu2,
麰,mäu4,meu2,
謀,mäu4,meu2,
繆,mäu4,miu2,綢～
昴,mau1,mau1,
卯,mau1,mau1,
泖,mau1,mau3,
茆,mau1,mau3,
牡,mau1,meu3,
畝,mäu1,meu1,
某,mäu1,meu1,
厶,mäu1,meu1,（＝某）
貌,mau6,mau4,
鄮,mäu6,meu3,
謬,mäu6,meu3,
貿,mäu6,meu3,
瞀,mäu6,meu4,
懋,mäu6,meu4,
袤,mäu6,meu4,
茂,mäu6,meu4,
繆,mäu6,miu4,荒～
楙,mäu6,meu4,
戊,mäu6,vu4,
乜,me1,mai3,
咩,me1,me1,
咪,mi1,mi3,笑～～
瞇,mi1,mi1,
醾,mi4,mi2,
眉,mi4,mi2,
微,mi4,mi2,
湄,mi4,mi2,
黴,mi4,mi2,
郿,mi4,mi2,
麋,mi4,mi2,
蘼,mi4,mi2,
縻,mi4,mi2,
薇,mi4,mi2,
糜,mi4,mi2,
劘,mi4,mi2,
麛,mi4,mi2,
溦,mi4,mi2,
冞,mi4,mi2,
弭,mi4,mi2,
嵋,mi4,mi2,
楣,mi4,mi2,
敉,mi4,mi3,
媺,mi4,mi3,
尾,mi1,mui1,
美,mi1,mui1,
娓,mi1,mui3,
亹,mi1,mui3,
鎂,mi1,mui1,
靡,mi1,mi2,
媚,mi6,mi4,
味,mi6,mui4,
寐,mi6,mui4,
眛,mi6,mui4,
菋,mi6,mui4,
魅,mi6,mui4,
沒,mi6,mi4,～水（潛水）
未,mi6,vui4,
名,mäng4,miang2,出～
命,mäng6,miang4,算～
冪,mäk2,met5,
汨,mäk2,met5,
幦,mäk6,met5,
糸,mäk6,met5,
幎,mäk6,met5,
鼏,mäk6,met5,
覓,mäk6,met5,
塓,mäk6,met5,
棉,ming4,mien2,
綿,ming4,mien2,
眠,ming4,min2,
娩,ming1,van3,
俛,ming1,mien1,（＝勉）
抿,ming1,min2,
勉,ming1,mien1,
免,ming1,men1,
冕,ming1,men1,
愍,ming1,men3,
鮸,ming1,men3,
緬,ming1,mien3,
沔,ming1,mien3,
湎,ming1,mien3,
浼,ming1,mien3,
偭,ming1,mien4,
丏,ming1,mien4,
面,ming6,mien4,
麵,ming6,mien4,
麫,ming6,mien4,
溟,mäng4,men2,滄～
冥,mäng4,men1,
瞑,mäng4,men2,
暝,mäng4,men2,晦～
嫇,mäng4,men2,
覭,mäng4,men2,
螟,mäng4,men2,
蓂,mäng4,men2,
銘,mäng4,min3,
名,mäng4,min2,～貴
洺,mäng4,miang2,
鳴,mäng4,min2,
明,mäng4,min2,
慏,mäng1,men3,
皿,mäng1,men3,
溟,mäng1,men3,～涬
茗,mäng1,men3,
酩,ming1,min3,
暝,mäng6,men4,（夜）
詺,mäng6,miang4,
命,mäng6,min4,～令
蔑,mik6,met5,
蠛,mik6,met5,
衊,mik6,met5,
幭,mik6,met6,
搣,mik6,met6,
篾,mik6,met6,
滅,mik6,miet6,
貓,miu2,miau2,～仔
瞄,miu4,miau2,
描,miu4,miau2,
苗,miu4,miau2,
淼,miu1,miau3,
秒,miu1,miau3,
渺,miu1,miau3,
杳,miu1,miau3,
窈,miu1,miau3,
緲,miu1,miau3,
藐,miu1,miau3,
杪,miu1,miau3,
眇,miu1,miau3,
邈,miu1,miau3,
玅,miu6,miau3,
繆,miu6,miu4,（姓）
妙,miu6,miau4,
廟,miu6,miau4,
摩,mo1,mo2,
魔,mo1,mo2,
麼,mo1,mo1,
摸,mo2,mo1,
磨,mo4,mo2,～刀
藦,mo4,mo2,
蘑,mo4,mo2,
磨,mo6,mo4,～豆腐
剝,mok2,bok5,
蟆,mok6,mok6,
寞,mok6,mok5,
瞙,mok6,mok5,
嗼,mok6,mok5,
幕,mok6,mok5,
漠,mok6,mok5,
塻,mok6,mok5,
幙,mok6,mok5,
暯,mok6,mok5,
鄚,mok6,mok5,
瘼,mok6,mok6,
膜,mok6,mok6,
莫,mok6,mok6,
鏌,mok6,mok6,
慔,mok6,mok6,
哤,mong4,mang2,
牻,mong4,mang2,
厖,mong4,mang2,
駹,mong4,mang2,
甿,mong4,men2,
忙,mong4,mong2,
忘,mong4,mong4,
硭,mong4,mong2,
杗,mong4,mong2,
汒,mong4,mong2,
亡,mong4,mong2,
鋩,mong4,mong2,
茫,mong4,mong2,
蘉,mong4,mong2,
邙,mong4,mong2,
芒,mong4,mong2,
莽,mong1,mong3,
蟒,mong1,mang3,
網,mong1,miong3,
网,mong1,miong3,
惘,mong1,miong3,
妄,mong1,mong3,
魍,mong1,miong3,
望,mong6,mong4,
髦,mäu4,mau2,
酕,mäu4,mau2,
無,mu4,vu2,
芼,mäu4,mau3,
旄,mäu4,mau2,
摹,mu4,mo2,
模,mu4,mu2,
謨,mu4,mu2,
毋,mu4,vu1,
橆,mu4,vu2,
蕪,mu4,vu2,
潕,mu4,vu3,
巫,mu4,mu2,
糢,mu4,mu2,
誣,mu4,mu2,
膴,mu1,vu3,～仕
毛,mäu4,mau1,
姆,mu1,mu1,
拇,mu1,mu3,
母,mu1,mu1,
舞,mu1,mu3,
冇,mäu1,mau2,（沒有）
冇,mäu1,pang4,（客家話：空的）
侮,mu1,vu1,
武,mu1,vu1,
廡,mu1,vu3,
甒,mu1,vu3,
憮,mu1,vu3,
碔,mu1,vu3,
嫵,mu1,vu3,
鵡,mu1,vu1,
婺,mu6,vu4,
眊,mäu6,mau4,
耄,mäu6,mau4,
帽,mäu6,mau4,
瑁,mäu6,mau4,
冒,mäu6,mau4,
媢,mäu6,mau4,
募,mu6,mu4,
慕,mu6,mu4,
暮,mu6,mu4,
墓,mu6,mu4,
務,mu6,vu4,
鶩,mu6,vu4,
騖,mu6,vu4,
霧,mu6,vu4,
梅,mui4,moi2,
媒,mui4,moi2,
玫,mui4,moi2,
禖,mui4,moi2,
煤,mui4,moi2,
鋂,mui4,moi2,
霉,mui4,moi1,
脢,mui4,moi2,
腜,mui4,moi2,
塺,mui4,moi2,
枚,mui4,moi2,
莓,mui4,moi2,
苺,mui4,moi2,
每,mui1,mui1,
痗,mui1,mui3,
昧,mui6,mui3,
妹,mui6,moi4,
韎,mui6,moi4,
木,muk6,muk5,
毣,muk6,muk5,
苜,muk6,muk5,
霂,muk6,muk5,
目,muk6,muk6,～錄
目,muk6,muk5,～前
穆,muk6,muk6,
牧,muk6,muk6,
沐,muk6,muk6,
睦,muk6,muk5,
楘,muk6,muk5,
璊,mung4,mun2,
瞞,mung4,man2,
樠,mung4,man2,
顢,mung4,man2,
穈,mung4,mun2,
捫,mung4,mun2,
們,mung4,mun2,
門,mung4,mun2,
蹣,mung4,pan2,
滿,mung1,man1,
悗,mung1,man1,
悶,mung6,mun4,
懣,mung6,mun4,
燜,mung6,mun4,
懵,mung2,mung3,
礞,mung4,mung2,
幪,mung4,mung2,
曚,mung4,mung2,
朦,mung4,mung2,
檬,mung4,mung2,
矇,mung4,mung2,
濛,mung4,mung2,
艨,mung4,mung2,
鸏,mung4,mung2,
饛,mung4,mung2,
罞,mung4,mung2,
蒙,mung4,mung2,
蠓,mung4,mung2,
瞢,mung4,mung2,
夢,mung6,mung4,
抹,muk2,mat5,轉彎～角
秣,muk2,mat5,
靺,muk2,mat5,
末,muk6,mat6,
沫,muk6,mat6,
妺,muk6,mat6,
茉,muk6,mat6,
沬,muk6,moi4,
歿,muk6,mut6,
歾,muk6,mut6,
沒,muk6,mat6,埋～
沒,muk6,mut6,～收
拿,na4,la1,～來
拿,na4,la2,捉～
拏,na4,la2,
挐,na4,la2,
哪,na4,la2,～吒
那,na1,la3,
哪,na1,lai4,～裏
坭,näi4,lai2,
臡,näi4,li2,
泥,näi4,lai2,
妳,nai1,lai1,（＝奶）
嬭,nai1,lai1,
迺,nai1,lai3,
奶,nai1,lai1,
乃,nai1,lai3,
鼐,nai1,lai4,
氖,nai1,nai1,
揇,nam2,lam3,
諗,näm2,lem3,（想）
廿,nam1,ngiam4,（拇指與小指間的長度）
南,nam4,lam2,
男,nam4,lam2,
楠,nam4,lam2,
喃,nam4,lam2,
諵,nam4,lam2,
蝻,nam4,lam2,
腍,näm4,lem2,
腩,nam1,lam4,
稔,näm1,lem3,～熟
撚,näng2,ngien3,
難,næng4,lan2,困～
戁,næng1,lan3,
赧,næng1,lan3,
難,næng6,lan4,～民
能,näng4,len2,
凹,näp2,ngiap5,～陷
粒,näp2,lip5,
納,nap6,lap6,
笝,nap6,lap6,
妠,nap6,lap6,
衲,nap6,lap6,
軜,nap6,lap6,
魶,nap6,lap6,
鈉,nap6,lap6,
訥,nap6,lap6,
豽,nap6,lap6,
吶,nap6,nap6,
捺,næk6,lat6,
惱,näu1,lau1,（不高興）
朽,näu2,hiu3,
鈕,näu2,leu3,
獳,näu2,leu3,
檽,näu2,leu3,
妞,näu2,ngiu3,
狃,näu2,ngiu3,
扭,näu2,ngiu3,
忸,näu2,ngiu3,
紐,näu2,liu3,
杻,näu2,ngiu3,（樹木名）
峱,nau4,lau2,
怓,nau4,lau2,
撓,nau4,lau2,
錨,nau4,lau2,
嶢,nau4,ngiau2,
橈,nau4,ngiau2,
譊,nau4,lau2,
鬧,nau6,lau4,
淖,nau6,lau4,
耨,näu6,ngeu4,
呢,ne1,le1,
妮,ni4,li2,
呢,ni4,li2,
瀰,ni4,li2,
秜,ni4,li2,
彌,ni4,li2,
怩,ni4,li2,
尼,ni4,li2,
妳,ni1,li1,（女性第二人稱）
籹,ni1,li3,
你,ni1,li3,
濔,ni1,li3,
柅,ni1,li3,
旎,ni1,li3,
禰,ni1,li3,
馜,ni1,li3,
苨,ni1,li3,
邇,ni1,li3,
尒,ni1,li3,
您,ni1,lin2,
膩,ni6,li4,
餌,ni6,ngi3,
樲,ni6,li4,
鋘,ng4,ng2,
吾,ng4,ng2,
吳,ng4,ng2,
峿,ng4,ng2,
浯,ng4,ng2,
鼯,ng4,ng2,
蜈,ng4,ng2,
郚,ng4,ng2,
梧,ng4,ng2,
牾,ng4,ngu4,
俁,ng4,ng2,
鋙,ng4,ng2,
午,ng1,ng3,
五,ng1,ng3,
忤,ng1,ng3,
仵,ng1,ng3,
伍,ng1,ng3,
迕,ng1,ng3,
晤,ng6,ngu4,
啎,ng6,ngu4,
寤,ng6,ngu4,
悟,ng6,ngu4,
捂,ng6,ngu4,
誤,ng6,ngu4,
遻,ng6,ngu4,
嗯,ng6,ng3,
禡,nga4,nga2,做～
枒,nga4,nga2,
牙,nga4,nga2,
衙,nga4,nga2,
齖,nga4,nga2,
芽,nga4,nga2,
雅,nga1,nga3,
庌,nga1,nga3,
厊,nga1,nga3,
訝,nga1,nga3,
迓,nga1,nga3,
瓦,nga1,nga3,
砑,nga6,nga4,
捱,ngai4,ngai2,
涯,ngai4,ngai2,
啀,ngai4,ngai2,
崖,ngai4,ngai2,
睚,ngai4,ngai2,
嵬,ngäi4,ngui2,
桅,ngäi4,ngui2,
麑,ngäi4,ngi2,
峗,ngäi4,ngui2,
巍,ngäi4,ngui2,
洈,ngäi4,ngui2,
危,ngäi4,ngui2,
鮠,ngäi4,ngui2,
霓,ngäi4,ngi2,
檥,ngäi1,ngi3,
蟻,ngäi1,li1,
鴱,ngai6,ngai4,
艾,ngai6,ngioi4,
刈,ngai6,ngai4,
乂,ngai6,ngai4,
餀,ngäi6,ngai4,
蘶,ngäi6,ngui4,
隗,ngäi6,ngui4,
魏,ngäi6,ngui4,
毅,ngäi6,ngi4,
劓,ngäi6,ngi4,
囈,ngäi6,ngi4,
藙,ngäi6,ngi4,
藝,ngäi6,ngi4,
羿,ngäi6,ngi4,
詣,ngäi6,ngi4,
偽,ngäi6,ngui4,
額,ngæk6,ngiak5,
碞,ngam4,ngam2,
儑,ngam4,ngam2,
巖,ngam4,ngam2,
岩,ngam4,ngam2,
嵒,ngam4,ngam2,
喦,ngam4,ngam2,
癌,ngam4,ngam2,
奀,ngäng1,ngan1,
訢,ngäng1,hiun1,
顏,ngæng4,ngan2,
齦,ngäng4,ngiun2,
嚚,ngäng4,ngiun2,
垠,ngäng4,ngiun2,
狺,ngäng4,ngiun2,
銀,ngäng4,ngiun2,
誾,ngäng4,ngiun2,
鄞,ngäng4,ngiun2,
齗,ngäng4,ngiun2,
眼,ngæng1,ngan3,
鴈,ngæng6,ngan4,
雁,ngæng6,ngan4,
贗,ngæng6,ngan4,
贋,ngæng6,ngan4,
肕,ngäng6,ngiun4,
憖,ngäng6,ngiun4,
韌,ngäng6,ngiun4,
堰,ngäng6,yen3,
膺,ngäng6,yin1,
硬,ngæng6,ngang4,
扤,ngäk2,ngut5,
齾,ngæk6,ngat5,
紇,ngäk6,ngiet5,
汔,ngäk6,ngiet5,
迄,ngäk6,ngiet5,
矻,ngäk6,kut5,
扢,ngäk6,ngiet5,～搭
兀,ngäk6,ngut5,
杌,ngäk6,ngut5,
矹,ngäk6,ngut5,
屼,ngäk6,ngut5,
疙,ngäk6,ngiet5,
忔,ngäk6,ngiet5,
屹,ngäk6,ngiet5,
仡,ngäk6,ngiet5,
臲,ngäk6,ngiet5,
趷,ngäk6,ngiet5,
訖,ngäk6,ngiet5,
鶂,ngäk6,ngiet5,
軏,ngäk6,ngiet5,
麧,ngäk6,ngiet5,
鉤,ngäu1,geu1,
齁,ngäu1,geu1,
勾,ngäu1,geu1,
軥,ngäu1,geu1,
鈎,ngäu1,geu1,
爻,ngau4,ngau2,
淆,ngau4,ngau2,
殽,ngau4,ngau2,
崤,ngau4,ngau2,
肴,ngau4,ngau2,
餚,ngau4,ngau2,
牛,ngäu4,ngiu2,
咬,ngau1,ngau1,
偶,ngäu1,ngeu3,
藕,ngäu1,ngiu3,
耦,ngäu1,ngeu3,
樂,ngau6,ngau4,敬業～業
峨,ngo4,ngo2,
硪,ngo4,ngo2,
囮,ngo4,ngo2,
哦,ngo4,ngo2,
吪,ngo4,ngo2,
俄,ngo4,ngo2,
鵝,ngo4,ngo2,
蛾,ngo4,ngo2,
訛,ngo4,ngo2,
莪,ngo4,ngo2,
娥,ngo4,ngo2,
我,ngo1,ngo1,～國、自～
我,ngo1,ngai2,（客家話第一人稱）
臥,ngo6,ngo4,
餓,ngo6,ngo4,
卧,ngo6,ngo4,
呆,wui4,ngoi2,
獃,wui4,ngoi2,
敳,wui4,ngoi2,
皚,wui4,ngoi2,
礙,wui6,ngoi4,
外,wui6,ngoi4,
閡,wui6,ngoi4,
愕,ngok6,ngok6,
嶽,ngok6,ngok6,
崿,ngok6,ngok6,
噩,ngok6,ngok6,
咢,ngok6,ngok6,
鍔,ngok6,ngok6,
齶,ngok6,ngok6,
鶚,ngok6,ngok6,
諤,ngok6,ngok6,
鄂,ngok6,ngok6,
鱷,ngok6,ngok6,
鸑,ngok6,ngok6,
萼,ngok6,ngok6,
岳,ngok6,ngok6,
顎,ngok6,ngok6,
樂,ngok6,ngok6,音～
犴,wung6,ngan4,（監獄）
豻,wung6,ngan4,（監獄）
婩,wung6,ngan4,
岸,wung6,ngan4,
喭,wung6,ngan4,（粗俗）
昂,ngong4,ngong2,
卬,ngong1,ngong1,
戇,ngong6,ngong4,（笨）
獒,ngäu4,ngau2,
璈,ngäu4,ngau2,
熬,ngäu4,ngau2,
敖,ngäu4,ngau2,
廒,ngäu4,ngau2,
嗷,ngäu4,ngau2,
磝,ngäu4,ngau2,
驁,ngäu4,ngau2,
螯,ngäu4,ngau2,
謷,ngäu4,ngau2,
鼇,ngäu4,ngau2,
聱,ngäu4,ngau2,
鰲,ngäu4,ngau2,
遨,ngäu4,ngau2,
翱,ngäu4,gau1,
鏊,ngäu6,ngau4,
傲,ngäu6,ngau4,
奡,ngäu6,ngau4,
慝,täk1,lit5,
匿,näk1,lit6,
搦,näk1,lit6,
惄,näk6,lit6,
暱,näk1,lit6,
昵,näk1,lit6,
溺,näk1,lit6,
拈,nim1,ngiam1,
黏,nim1,ngiam2,
捻,nim1,ngiam3,
棯,nim1,lem3,
稔,nim1,lim3,～灣（地名）
粘,nim4,ngiam2,～貼
念,nim6,ngiam4,
淰,nim6,ngiam4,
棯,nim6,ngiam4,
唸,nim6,ngiam4,
年,ning4,ngien2,
