char,waitau,hakka,notes
丫,a1,a1,
鴉,a1,a1,
阿,a1,a1,～叔
椏,a1,a1,
掗,a1,a1,
呀,a1,a1,
啞,a2,a3,
亞,a1,a1,
婭,a1,a4,
襾,a1,a4,
呀,a1,a3,
唉,ai1,ai1,
挨,ai1,ai1,
哎,ai1,ai1,
矮,ai2,ai3,
隘,ai1,ai4,
曀,äi1,yi4,
翳,äi1,ngi4,
蘙,äi1,yi4,
扼,æk2,ak5,
厄,æk2,ak5,
軛,æk2,ak5,
阨,æk2,ak5,
呃,æk2,ak5,
搤,æk2,ak5,
幄,æk2,vok5,
握,æk2,vok5,
盦,äm1,am1,
菴,äm1,am1,
諳,äm1,am1,
腤,äm1,am1,
鵪,äm1,am1,
庵,äm1,am1,
黭,äm2,am3,
唵,äm2,am3,
暗,äm1,am4,
黯,äm1,am4,
闇,äm1,am4,
喑,äm1,am4,
晏,æng1,an4,
鷃,æng1,an4,
罃,æng1,ang1,
罌,æng1,ang1,
罯,äp2,ep5,
狎,ap2,ap5,
鴨,ap2,ap5,
押,æk2,ap5,
柙,æk2,ap5,
壓,æk2,ap5,
閼,æk2,ot5,夭～
猰,æk2,at5,
胺,æk2,at5,（汗味）
揠,æk2,yet5,
遏,æk2,ot5,
熰,äu1,iu1,
慪,äu1,iu1,
歐,äu1,iu1,
謳,äu1,iu1,
鷗,äu1,iu1,
甌,äu1,iu1,
拗,au2,au3,～斷
嘔,äu2,iu3,
毆,äu2,iu3,
坳,au1,au4,
拗,au1,au4,爭～
凹,au1,au4,（＝坳）
詏,au1,au4,
靿,au1,au4,
漚,äu1,iu4,
峇,ba1,ba1,
爸,ba1,ba1,
吧,ba1,ba1,
笆,ba1,ba1,
巴,ba1,ba1,
疤,ba1,ba1,
蚆,ba1,ba1,
舥,ba1,ba1,
豝,ba1,ba1,
葩,ba1,ba1,
芭,ba1,ba1,
叭,ba1,ba1,
把,ba2,ba3,
靶,ba2,ba3,
弝,ba1,ba4,
灞,ba1,ba4,
霸,ba1,ba4,
壩,ba1,ba4,
罷,ba6,pa4,
跛,bäi1,bai1,～腳（口語）
擺,bai2,bai3,
捭,bai2,bai3,
湃,bai1,bai4,
拜,bai1,bai4,
稗,bai6,pai4,
粺,bai6,pai4,
敗,bai6,pai4,
憊,bai6,pai4,
梐,bäi6,pi4,
陛,bäi6,pi3,
蜌,bäi6,pi3,
狴,bäi6,pi4,
弊,bäi6,bi4,
斃,bäi6,bi4,
幣,bäi6,bi4,
佰,bæk2,bak5,
伯,bæk2,bak5,
百,bæk2,bak5,
白,bæk6,pak6,
鉑,bæk6,pak6,
僰,bæk6,pet6,
帛,bæk6,pet6,
匐,bæk6,pet6,
蔔,bæk6,pet6,
泵,bäm1,bam1,
班,bæng1,ban1,
眅,bæng1,ban1,
扳,bæng1,ban1,
斑,bæng1,ban1,
斒,bæng1,ban1,
頒,bæng1,ban1,
栟,bäng1,bin1,～茶（地名）
檳,bäng1,bin1,
斌,bäng1,bin1,
豳,bäng1,bin1,
賓,bäng1,bin1,
繽,bäng1,bin1,
霦,bäng1,bin1,
邠,bäng1,bin1,
鑌,bäng1,bin1,
蠙,bäng1,bin1,
彬,bäng1,bin1,
攽,bäng1,bin1,
儐,bäng1,bin4,
奔,bäng1,bun1,
錛,bäng1,bun1,
濱,bäng1,bin1,
賁,bäng1,bun1,～門
粄,bæng2,ban3,
阪,bæng2,ban3,大～
板,bæng2,ban3,
昄,bæng2,ban3,
版,bæng2,ban3,
叛,bæng2,pan4,
舨,bæng2,ban3,
闆,bæng2,ban3,
稟,bäng2,bin3,
品,bäng2,pin3,
襻,bæng1,pan4,
殯,bäng1,bin4,
髕,bäng1,bin4,
鬢,bäng1,bin4,
臏,bäng1,bin4,
畚,bäng1,bun4,
扮,bæng6,pan4,
湴,bæng6,pan4,
辦,bæng6,pan4,
笨,bäng6,bun4,
崩,bäng1,ben1,
掤,bäng1,ben1,
繃,bäng1,ben1,
弸,bäng1,ben1,
乓,bäng1,bang1,
蹦,bäng1,ben1,
甏,bæng6,pang4,
吥,bäk2,but5,
北,bäk2,bet5,
潷,bäk2,bit5,
熚,bäk2,bit5,
嗶,bäk2,bit5,
筆,bäk2,bit5,
滭,bäk2,bit5,
篳,bäk2,bit5,
畢,bäk2,bit5,
蓽,bäk2,bit5,
縪,bäk2,bit5,
不,bäk2,but5,
朳,bæk2,pat6,（番石榴）
八,bæk2,bat5,
捌,bæk2,bat5,
弼,bäk6,pet6,
包,bau1,bau1,
胞,bau1,bau1,
苞,bau1,bau1,
鮑,bau1,bau1,
飽,bau2,bau3,
爆,bau1,bau4,
齙,bau6,bau4,
啤,be1,bia1,～酒
伾,bi1,pi1,
羆,bi1,bi1,
裨,bi1,bi1,～益
鎞,bi1,bi1,
箄,bi1,bi1,
痺,bi1,bi1,
俾,bi1,bi1,
碑,bi1,bi1,
卑,bi1,bi1,
屄,bik2,biet5,
椑,bi1,bi1,
埤,bi1,bi1,
陂,bi1,bi1,
陴,bi1,bi1,
萆,bi1,bi1,
贔,bi1,bi1,
悲,bi1,bui1,
崥,bi2,bi3,峽～
柀,bi2,bi3,
匕,bi2,bi3,
比,bi2,bi3,
妣,bi2,bi3,
貏,bi2,bi3,
髀,bi2,bi3,
彼,bi2,bi3,
奰,bi1,bi4,
賁,bi1,bi4,～臨
庇,bi1,bi4,
臂,bi1,bi4,
毖,bi1,bi4,
痹,bi1,bi4,
秘,bi1,bi4,
箅,bi1,bi4,
敝,bäi1,bi4,
獘,bäi1,bi4,
閉,bäi1,bi4,
蔽,bäi1,bi4,
閟,bi1,bi4,
詖,bi1,bi4,
轡,bi1,bi4,
泌,bi1,bi4,
祕,bi1,bi4,
鞞,bi1,bin3,
被,bi6,pi4,～告
淠,bi6,pi4,
糒,bi6,pi4,
備,bi6,pi4,
鼻,bi6,pi4,
骳,bi6,pi4,
避,bi6,pi4,
篦,bi6,bi4,
餅,beng2,biang3,
病,beng6,piang4,
啤,bi1,bi1,（嬰孩）
襞,bäk2,bit5,
楅,bäk2,bet5,
迫,bäk2,bet5,
偪,bäk2,bit5,
逼,bäk2,bit5,
愎,bäk2,bit5,
壁,bäk2,biak5,
璧,bäk2,bit5,
碧,bäk2,bit5,
艑,bing1,bien1,
箯,bing1,bien1,
砭,bing1,bien1,
稨,bing1,bien1,
籩,bing1,bien1,
邊,bing1,bien1,
緶,bing1,bien1,
萹,bing1,bien1,
辮,bing1,bien1,
鞭,bing1,bien1,
碥,bing2,bien3,
扁,bing2,bien3,
匾,bing2,bien3,
惼,bing2,bien3,
貶,bing2,bien3,
褊,bing2,bien3,
窆,bing2,bien3,
變,bing1,bien4,
弁,bing6,pien4,～轉疑星
忭,bing6,pien4,
汴,bing6,pien4,
卞,bing6,pien3,
鴘,bing6,pien4,
抃,bing6,pien4,
辯,bing6,pien4,
釆,bing6,pien4,
辨,bing6,pien4,
便,bing6,pien4,～利
栟,bäng1,bin1,～櫚（樹名）
冰,bäng1,ben1,
兵,bäng1,bin1,
乒,bing1,bin1,
丙,bäng2,biang3,
炳,bäng2,biang3,
邴,bäng2,biang3,
蛃,bäng2,biang3,
秉,bäng2,bin3,
屏,bäng2,bin3,～息
昺,bäng2,biang3,
怲,bäng1,biang4,
寎,bäng1,biang4,
柄,bäng1,biang4,
摒,bäng1,bin4,
迸,bäng1,bin4,
併,bäng1,bin4,
並,bäng6,bin4,
并,bäng6,bin4,
佖,bik2,bit5,
必,bik2,bit5,
怭,bik2,bit5,
湢,bik2,bit5,
咇,bik2,bit5,
愊,bik2,bit5,
珌,bik2,bit5,
飶,bik2,bit5,
鮅,bik2,bit5,
觱,bik2,bit5,
邲,bik2,bit5,
苾,bik2,bit5,
駜,bik2,bit5,
鷩,bik2,biet5,
鱉,bik2,biet5,
蟞,bik2,biet5,
鼈,bik2,biet5,
別,bik6,piet6,
憋,bik6,biet5,
癟,bik6,piet6,
蹩,bik6,piet6,
彆,bik6,piet6,
鑣,biu1,biau1,
儦,biu1,biau1,
穮,biu1,biau1,
瀌,biu1,biau1,
麃,biu1,biau1,
臕,biu1,biau1,
猋,biu1,biau1,
髟,biu1,piau1,
鏢,biu1,biau1,
摽,biu1,biau1,～搒
藨,biu1,biau1,
膘,biu1,biau1,
彪,biu1,biau1,
滮,biu1,biau1,
錶,biu1,biau1,
鏖,biu1,biau1,
標,biu1,biau1,目～
標,biu1,piau1,～準
俵,biu2,biau3,
表,biu2,biau3,
裱,biu2,biau3,
婊,biu2,biau3,
坡,bo1,bo1,
波,bo1,bo1,
玻,bo1,bo1,
菠,bo1,bo1,
嶓,bo1,bo1,
跛,bo2,bo3,～子
簸,bo1,bo4,
播,bo1,bo4,
譒,bo1,bo4,
扑,bok2,bok6,（敲打、攴俗寫）
襮,bok2,bok5,
壆,bok2,bok5,
亳,bok2,bok5,
博,bok2,bok5,
簙,bok2,bok5,
搏,bok2,bok5,
膞,bok2,bok5,
鎛,bok2,bok5,
髆,bok2,bok5,
駮,bok2,bok5,
駁,bok2,bok5,
膊,bok2,bok5,
縛,bok2,piok6,
謈,bok6,pok6,
箔,bok6,pok6,
泊,bok6,pok6,
舶,bok6,pok6,
鑮,bok6,pok6,
雹,bok6,pok6,
薄,bok6,pok6,
梆,bong1,bong1,
邦,bong1,bong1,
垹,bong1,bong1,
鞤,bong1,bong1,
幫,bong1,bong1,
搒,bong2,bong3,
牓,bong2,bong3,
榜,bong2,bong3,
縍,bong2,bong3,
綁,bong2,bong3,
謗,bong1,bong4,
艕,bong1,bong4,
傍,bong6,pong4,～晚、依～
磅,bong6,pong4,
煲,bäu1,bau1,
褒,bäu1,bau1,
餔,bu1,bu1,
堡,bäu2,bau3,
保,bäu2,bau3,
葆,bäu2,bau3,
褓,bäu2,bau3,
寶,bäu2,bau3,
鴇,bäu2,bau3,
簿,bu2,pu1,～仔
補,bu2,bu3,
儤,bäu1,bau4,
報,bäu1,bau4,
埔,bu1,bu4,
抪,bu1,bu4,
佈,bu1,bu4,
怖,bu1,bu4,
布,bu1,bu4,
步,bu6,pu4,
虣,bäu6,pau4,
暴,bäu6,pau4,～力
菢,bäu6,pau4,
哺,bu6,pu3,
蔀,bu6,pu4,
簿,bu6,pu4,～記
捕,bu6,pu4,
部,bu6,pu4,
杯,bui1,bui1,
盃,bui1,bui1,
桮,bui1,bui1,
唄,bui1,bui4,
梖,bui1,bui4,
褙,bui1,boi4,
背,bui1,boi4,手～
珼,bui1,bui4,
狽,bui1,bui4,
輩,bui1,bui4,
貝,bui1,bui4,
焙,bui6,poi4,
偝,bui6,poi4,
琲,bui6,pui4,
邶,bui6,pui4,
悖,bui6,poi4,
背,bui6,poi4,死～硬記
卜,buk2,buk5,
蹼,buk2,buk5,
馥,buk2,buk5,
瞨,buk6,puk6,
瀑,buk6,puk6,
暴,buk6,puk6,一～十寒
曝,buk6,puk6,
襆,buk6,puk5,
醭,buk6,puk5,
濮,buk6,puk6,
僕,buk6,puk6,
轐,buk6,puk6,
鏷,buk6,puk6,
瘢,bung1,ban1,
搬,bung1,ban1,
般,bung1,ban1,
本,bung2,bun3,
畔,bung1,ban3,
半,bung1,ban4,
姅,bung1,ban4,
靽,bung1,ban4,
胖,bung6,pan4,肥～
絆,bung6,pan4,
伴,bung6,pan4,～隨
拌,bung6,pan4,
泮,bung6,pan4,
琫,bung2,bung3,
捧,bung2,bung3,
甭,bung2,bung3,
缽,buk2,bat5,
孛,buk6,pat6,
撥,buk6,pat5,
拔,bäk6,pat6,
犮,bäk6,pat6,
軷,bäk6,pat6,
菝,bäk6,pat6,
鈸,bäk6,pat6,
鼥,bäk6,pat6,
胈,bäk6,pat6,
魃,bäk6,pat6,
跋,bäk6,pat6,
茇,bäk6,pat6,
挬,buk6,put6,
勃,buk6,put6,
渤,buk6,put6,
桲,buk6,put6,
哱,buk6,put6,
昢,buk6,put6,
浡,buk6,put6,
誖,buk6,put6,
餑,buk6,put6,
鵓,buk6,put6,
脖,buk6,put6,
荸,buk6,put6,
叉,ca1,ca1,
槎,ca1,ca1,
嗏,ca1,ca1,
扠,ca1,ca1,
艖,ca1,ca1,
差,ca1,ca1,～別
杈,ca1,ca4,
奼,ca1,ca4,
侘,ca1,za4,
詫,ca1,ca4,
汊,ca1,ca4,
岔,ca1,ca4,
衩,ca1,ca4,
查,ca4,ca2,
秅,ca4,ca2,
楂,ca4,ca2,
茶,ca4,ca2,
搽,ca4,ca2,
釵,cai1,cai1,
猜,cai1,cai1,
差,cai1,cai1,郵～
栖,cäi1,ci1,
凄,cäi1,ci1,
悽,cäi1,ci1,
妻,cäi1,ci1,
棲,cäi1,ci1,
趨,cäi1,ci1,
緀,cäi1,ci1,
萋,cäi1,ci1,
霋,cäi1,ci1,
郪,cäi1,ci1,
淒,cäi1,ci1,
踹,cai2,cai3,
跴,cai2,cai3,
踩,cai2,cai3,
鱭,cäi2,ci3,
鮆,cäi2,ci3,
蠆,cai1,cai4,
瘥,cai1,cai4,（病愈）
嘬,cai1,cai4,
砌,cäi1,ci4,
豺,cai4,sai2,
祡,cai4,cai2,
纔,cai4,cai2,
裁,cai4,cai2,
柴,cai4,cai2,
儕,cäi4,ce2,同～
儕,cäi4,ha2,（客家話人的量詞）
齊,cäi4,ce2,到～
徐,cäi4,ci2,
蠐,cäi4,ci2,
艩,cäi4,ci2,
薺,cäi4,ci2,
惻,cäk2,cet5,
測,cäk2,cet5,
坼,cæk2,cak5,
拆,cæk2,cak5,
策,cæk2,cak5,
册,cæk2,cak5,
蠈,cäk6,cet6,
賊,cäk6,cet6,
穇,cam1,cam1,
摻,cam1,cam1,
摲,cam1,cam1,
嵾,cam1,cam1,
攙,cam1,cam1,
驂,cam1,cam1,
參,cam1,cam1,～加
葠,cäm1,sem1,
梫,cäm1,cim1,
侵,cäm1,cim1,
駸,cäm1,cim1,
綅,cäm1,cim1,
鋟,cäm1,cim1,
毿,cam1,cam1,
祲,cäm1,cim1,
噆,cam2,cam3,
磣,cam2,cam3,
憯,cam2,cam3,
慘,cam2,cam3,
朁,cam2,cam3,
墋,cam2,cam3,
黲,cam2,cam3,
寢,cäm2,cim3,
唚,cäm2,cim3,
釤,cam1,cam4,
杉,cam1,cam3,
懺,cam1,cam4,
鏨,cam1,cam4,
儳,cam1,cam2,
慚,cam4,cam2,
巉,cam4,cam2,
毚,cam4,cam2,
劖,cam4,cam2,
嚵,cam4,cam2,
磛,cam4,cam2,
欃,cam4,cam2,
鑱,cam4,cam2,
蠶,cam4,cam2,
蚕,cam4,cam2,
讒,cam4,cam2,
饞,cam4,cam2,
沉,cäm4,cim2,
蕁,cäm4,cim2,
尋,cäm4,cim2,
潯,cäm4,cim2,
鬵,cäm4,cim2,
鱘,cäm4,cim2,
鄩,cäm4,cim2,
蟳,cäm4,cim2,
沈,cäm4,cim2,浮～
蕈,cäm1,cim3,
儭,cäng1,cin4,
親,cäng1,cin1,
餐,cäng1,con1,
滻,cæng2,san3,
嵼,cæng2,san3,
產,cæng2,san3,
剷,cæng2,can3,
鏟,cæng2,can3,
丳,cæng2,can3,
眕,cäng2,zin3,
紾,cäng2,zin3,
疹,cäng2,zin3,
軫,cäng2,zin3,
診,cäng2,zin3,
袗,cäng2,zin3,
哂,cäng2,sin3,
燦,cæng1,can3,
粲,cæng1,can3,
羼,cæng1,can4,
璨,cæng1,can4,
趁,cäng1,cin4,
疢,cäng1,zin3,
櫬,cäng1,cin4,
襯,cäng1,cin4,
嚫,cäng1,cen4,
齔,cäng1,cen4,
僝,cæng4,can2,
孱,cæng4,can2,
殘,cæng4,can2,
陳,cäng4,cin2,
蔯,cäng4,cin2,
酲,cäng4,cin2,
塵,cäng4,cin4,
牚,cæng1,cang1,
竀,cæng1,cang1,
橕,cæng1,cang1,
撐,cæng1,cang1,～腰
撑,cæng1,cang1,
噌,cäng1,cen1,（象聲詞）
橙,cæng2,cang2,
撐,cæng1,cang4,死～
蹭,cäng1,cen4,
棖,cæng4,cen2,
曾,cäng4,cen2,～經、未～
層,cäng4,cen2,
戢,cäp2,cip5,
蕺,cäp2,cip5,
緝,cäp2,cip5,
霵,cäp2,cip5,
輯,cäp2,cip5,
咠,cäp2,cip5,
葺,cäp2,cip5,
楫,cäp2,ziap5,
喢,cap2,cap5,
扱,cap2,cap5,（插）
插,cap2,cap5,
鍤,cap2,cap5,
臿,cap2,cap5,
擦,cæk2,cat5,
桼,cäk2,cit5,
柒,cäk2,cit5,
七,cäk2,cit5,
漆,cäk2,cit5,
戚,cäk2,cit5,
慼,cäk2,cit5,
鏚,cäk2,cit5,
攃,cæk2,cat5,
礤,cæk2,cat5,
察,cæk2,cat5,
獺,cæk2,cat5,
涮,cak2,sot5,
唰,cak2,sot5,
刷,cak2,sot5,
抄,cau1,cau1,
耖,cau1,cau1,
鈔,cau1,cau1,
抽,cäu1,ciu1,
瘳,cäu1,ciu1,
篘,cäu1,ciu1,
搊,cäu1,ciu1,
楸,cäu1,ciu1,
秋,cäu1,ciu1,
鰍,cäu1,ciu1,
萩,cäu1,ciu1,
鞦,cäu1,ciu1,
鶖,cäu1,ciu1,
湫,cäu1,ciu1,～底
禂,cau2,dau3,
炒,cau2,cau3,
吵,cau2,cau3,
訬,cau2,cau3,
丑,cäu2,ciu3,
醜,cäu2,ciu3,
杻,cäu2,ciu3,（刑具名）
溴,cäu1,ciu4,
嗅,cäu1,ciu4,
糗,cäu1,ciu4,
臭,cäu1,ciu4,
湊,cäu1,ceu4,
腠,cäu1,ceu4,
輳,cäu1,ceu4,
巢,cau4,cau2,
漅,cau4,cau2,
樔,cau4,cau2,
菗,cäu4,ciu2,
紬,cäu4,ciu2,
犨,cäu4,ciu2,
稠,cäu4,ciu2,
籌,cäu4,ciu2,
儔,cäu4,ciu2,
椆,cäu4,ciu2,
疇,cäu4,ciu2,
惆,cäu4,ciu2,
裯,cäu4,ciu2,
躊,cäu4,ciu2,
綢,cäu4,ciu2,
詶,cäu4,ciu2,
酬,cäu4,ciu2,
懤,cäu4,ciu3,
囚,cäu4,ciu2,
鰽,cäu4,ciu2,
煪,cäu4,ciu2,
緧,cäu4,ciu2,
鮂,cäu4,ciu2,
泅,cäu4,ciu2,
遒,cäu4,ciu2,
蝤,cäu4,ciu2,
奓,ce1,ca1,
硨,ce1,ca1,
奢,ce1,ca1,
觰,ce1,ca1,
車,ce1,ca1,汽～
闍,ce1,sa1,～梨
扯,ce2,ca3,
撦,ce2,ca3,
且,ce2,cia3,
斜,ce4,sia2,傾～
斜,ce4,cia2,～布
邪,ce4,sia2,
畬,ce4,cia2,
呎,cek2,cak5,
尺,cek2,cak5,
赤,cek2,cak5,
蚇,cek2,cak5,
青,ceng1,ciang1,～色（客家話書面語讀 cin1）
請,cäng2,ciang3,～客
痴,ci1,ci1,
眵,ci1,ci1,
嗤,ci1,ci1,
癡,ci1,ci1,
媸,ci1,ci1,
笞,ci1,ci1,
胵,ci1,ci1,
踟,ci1,ci1,
蚩,ci1,ci1,
鴟,ci1,ci1,
雉,ci1,ci1,
摛,ci1,li2,
黐,ci1,ci1,
差,ci1,ci1,參～
庛,ci1,cu4,
疵,ci1,cu1,
雌,ci1,cu1,
侈,ci2,ci3,
薙,ci2,ci3,
彘,ci2,ci3,
恥,ci2,ci3,
筮,ci2,ci3,
姼,ci2,ci3,
始,ci2,ci3,
恀,ci2,ci3,
哆,ci2,ci3,
齒,ci2,ci3,
豕,ci2,ci3,
翨,ci2,ci3,
矢,ci2,ci3,
柿,ci1,se2,～餅、稔～
泚,ci2,cu3,
玼,ci2,cu3,
佌,ci2,cu3,
此,ci2,cu3,
跐,ci2,cu3,
褫,ci2,ci3,
翅,ci1,ci4,
賜,ci1,su4,
幟,ci1,ci4,
熾,ci1,ci4,
廁,ci1,ci4,
佽,ci1,cu4,
朿,ci1,cu4,
蚝,ci1,cu4,
胙,ci1,cu4,
阼,ci1,cu4,
莿,ci1,cu4,
蛓,ci1,cu4,
次,ci1,cu4,
茦,ci1,cu4,
牸,ci1,ci4,
刺,ci1,ci4,～探
刺,ci1,cuk5,～激
馳,ci4,ci2,
弛,ci4,ci2,
茬,ci4,ci2,
彽,ci4,ci2,
持,ci4,ci2,
篪,ci4,ci2,
池,ci4,ci2,
墀,ci4,ci2,
趍,ci4,ci2,
蚳,ci4,ci2,
遲,ci4,ci2,
坻,ci4,ci2,
臍,ci4,ci2,
瓷,ci4,cu2,
祠,ci4,cu2,
磁,ci4,cu2,
慈,ci4,cu2,
詞,ci4,cu2,
辭,ci4,cu2,
茨,ci4,ci2,
似,ci1,su4,
姒,ci1,su4,
柿,ci1,su4,～子樹
峙,ci1,si4,
斥,cäk2,cit5,
敕,cäk2,cit5,
抶,cäk2,zit5,
飭,cäk2,cit5,
摵,cäk2,cit5,
叱,cäk2,cit5,
彳,cäk2,cit5,
薟,cim1,ciam1,豨～（藥草名）
孅,cim1,siam1,
襳,cim1,siam1,
纖,cim1,siam1,
韱,cim1,siam2,
憸,cim1,ciam1,
讖,cim1,ciam1,
簽,cim1,ciam1,
籤,cim1,ciam1,
僉,cim1,ciam1,
鑯,cim1,ciam1,
殲,cim1,ziam1,
諂,cim2,ciam3,
暹,cim1,siam1,
灊,cim4,siam2,
瀸,cim4,ziam1,
燖,cim4,cim2,
撏,cim4,cim2,
潛,cim4,ciam2,
扦,cing1,tiap6,
千,cing1,cien1,
仟,cing1,cien1,
韆,cing1,cien1,
躚,cing1,cien1,
阡,cing1,cien1,
遷,cing1,cien1,
芊,cing1,cien1,
幝,cing2,cien3,
嘽,cing2,cien3,（寬舒聲）
淺,cing2,cien3,
諓,zing6,cien4,
瀍,cing4,cien2,
廛,cing4,cien2,
纏,cing4,cien2,
躔,cing4,cien2,
籛,cing4,cien2,
前,cing4,cien2,
媊,cing4,cien2,
錢,cing4,cien2,
踐,cing1,cien4,
濺,cing1,zien4,
稱,cäng1,cin1,
蟶,cäng1,cin1,
赬,cäng1,cin1,
蜻,cäng1,ciang1,
圊,cäng1,cin1,
清,cäng1,cin1,
青,cäng1,ciang1,～海
逞,cäng2,cin3,
郢,cäng2,cin3,
拯,cäng2,zin3,
請,cäng2,ciang3,～願
秤,cäng1,cin4,
凊,cäng1,cin4,
呈,cäng4,cin2,
程,cäng4,cang2,（姓）
程,cäng4,cin2,工～
珵,cäng4,cin2,
澄,cäng4,cin2,
澂,cäng4,cin2,
晴,cäng4,ciang2,
情,cäng4,cin2,
懲,cäng4,cin2,
瞪,cäng4,cin2,
埕,cäng4,cin2,
妾,cip2,ciap5,
竊,sip2,ciap5,
撤,cik2,ciet5,
徹,cik2,ciet5,
澈,cik2,ciet5,
硩,cik2,ciet5,
轍,cik2,ciet5,
掣,cik2,cit5,～後腳
蔎,cik2,siet5,
設,cik2,siet5,
沏,cik2,ciet5,
切,cik2,ciet5,
屮,cik2,ciet5,
昭,ziu1,zau1,
鉊,ciu1,zau1,
釗,ciu1,zau1,
怊,ciu1,cau1,
弨,ciu1,cau1,
超,ciu1,cau1,
幧,ciu1,ciau1,
鍬,ciu1,ciau1,
煍,ciu2,ziau3,
悄,ciu1,ciau3,
愀,ciu1,ciau3,
誚,ciu1,ciau4,
峭,ciu1,ciau4,
俏,ciu1,ciau4,
肖,ciu1,siau4,
憔,ciu4,ziau2,
瞧,ciu4,ziau2,
樵,ciu4,ziau1,
朝,ciu4,cau2,～廷
潮,ciu4,cau2,
雛,co1,co1,
鶵,co1,co1,
媰,co1,co1,
芻,co1,co1,
初,co1,co1,
磋,co1,co1,
搓,co1,cai1,
楚,co2,co3,
濋,co2,co3,
礎,co2,co3,
儊,co1,cu4,
挫,co1,co4,
座,co1,co4,
夎,co1,co4,
剉,co1,co4,
蓌,co1,co4,
銼,co1,co4,
脞,co1,co4,
莝,co1,co4,
錯,co1,co4,～誤
瘥,co4,co2,（疫病）
鹺,co4,co2,
鉏,co4,co2,
耡,co4,co2,
鋤,co4,co2,
矬,co4,co2,
嵯,co4,co2,
蹉,co4,co2,
髊,co4,co2,
瑳,co4,co2,
坐,co1,co1,請～
啋,cöi1,cai1,
吹,cöi1,cui1,
炊,cöi1,cui1,
崔,cöi1,cui1,
嗺,cöi1,cui1,
漼,cöi1,cui1,
摧,cöi1,cui1,
磪,cöi1,cui1,
催,cöi1,cui1,
縗,cöi1,cui1,
棌,cöi2,cai3,
採,cöi2,cai3,
彩,cöi2,cai3,
寀,cöi2,cai3,
埰,cöi2,cai3,
睬,cöi2,cai3,
綵,cöi2,cai3,
采,cöi2,cai3,
取,cü2,ci3,
娶,cü2,ci3,
揣,cöi2,cui3,
璀,cöi2,cui3,
塞,cöi1,soi4,～翁失馬
賽,cöi1,soi4,
蔡,cöi1,cai4,
菜,cöi1,coi4,
趣,cü1,ci4,
淬,cöi1,cui4,
晬,zöi1,zui4,
睟,söi6,cui4,
悴,söi6,cui4,
焠,cöi1,cui4,
竁,cöi1,cui4,
毳,cöi1,cui4,
瘁,söi6,cui4,
萃,söi6,cui4,
膬,cöi1,cui4,
翠,cöi1,cui4,
脆,cöi1,cioi4,
縩,cöi1,cai4,
倅,cöi1,zut5,（＝卒）
材,cöi4,coi2,
才,cöi4,coi2,
財,cöi4,coi2,
滁,cü4,cu2,
除,cü4,cu2,
蒢,cü4,cu2,
捶,cöi4,cui2,
椎,cöi4,cui2,（＝槌）
槌,cöi4,cui2,
搥,cöi4,cui2,
鎚,cöi4,cui2,
棰,cöi4,cui3,
硾,cöi4,cui2,
縋,cöi4,cui2,
魋,cöi4,cui2,～結
隋,cöi4,sui2,
凗,cöi4,cui2,
槌,cöi4,cui2,
篨,cü4,cu2,
錘,cöi4,cui2,
箠,cöi4,cui2,～杖（馬鞭）
隨,cöi4,sui2,
酢,zok6,cok6,
柞,zok6,cok6,
戳,cök2,cok5,
斮,zök2,zok5,
怍,zok6,zok5,
昨,zok6,zok5,
稓,zok6,cok6,
剒,cok2,cok5,
娕,cuk2,cuk5,
濯,zok6,cok6,
錯,cok2,cok5,交～
擉,cok2,cok5,
斫,zök2,zok5,
酌,zök2,zok5,
妁,zök2,zok5,
禚,zök2,zok5,
灼,cök2,zok5,
芍,cök2,sok5,
踔,cök2,zok5,
婥,cök2,sok5,
爍,cök2,sok5,
綽,cök2,sok5,
勺,cök2,sok5,
彴,cök2,sok5,
杓,cök2,sok6,
皵,cök2,siak5,
卓,cök2,zok5,
棹,cök2,zok5,
桌,cök2,zok5,
倬,cök2,zok5,
趠,cök2,zok5,
辵,cök2,ciok5,
焯,cök2,zok5,
汋,cök2,zok5,
簎,cok2,cok5,
椿,cäng1,cun1,
春,cäng1,cun1,
杶,cäng1,cun1,
鰆,cäng1,cun1,
輴,cäng1,cun1,
鶉,cäng1,cun1,
皴,cäng1,zun1,
偆,cäng2,cun3,
踳,cäng2,cun3,
蠢,cäng2,cun3,
巡,cäng4,sun2,
揗,cäng4,sun2,
旬,cäng4,sun2,
循,cäng4,sun2,
秦,cäng4,cin2,
榛,cäng4,cin2,
螓,cäng4,cin2,
瑲,cong1,cong1,
傖,cong1,cong1,
瘡,cong1,cong1,
倉,cong1,cong1,
鶬,cong1,cong1,～鶊
蹌,cong1,cong1,
艙,cong1,cong1,
蒼,cong1,cong1,
愴,cong1,cong3,
滄,cong1,cong1,
倡,cöng1,cong1,（演員）
昌,cöng1,cong1,
猖,cöng1,cong1,
娼,cöng1,cong1,
菖,cöng1,cong1,
閶,cöng1,cong1,
倀,cöng1,cong2,
鯧,cöng1,cong1,
槍,cöng1,ciong1,
鏘,cöng1,ciong1,
鎗,cöng1,ciong1,
謒,cöng1,ciong1,
嗆,cöng1,cong1,
牄,cöng1,ciong1,
鶬,cöng1,ciong1,（金飾貌）
斨,cöng1,ciong1,
窗,cöng1,cung1,
廠,cong2,cong3,
昶,cong2,cong3,
闖,cong2,cim3,
