char	jyutping	freq
冷飲	laang5 jam2	346
樂而忘返	lok6 ji4 mong4 faan1	346
文膽	man4 daam2	346
哀歎	oi1 taan3	346
心理作用	sam1 lei5 zok3 jung6	346
失陷	sat1 ham6	346
適者生存	sik1 ze2 sang1 cyun4	346
性無能	sing3 mou4 nang4	346
梳乎	so1 fu4	346
睇得開	tai2 dak1 hoi1	346
填充	tin4 cung1	346
走馬看花	zau2 maa5 hon3 faa1	346
早餐會	zou2 caan1 wui2	346
嘭嘭聲	baang4 baang2 seng1	345
查究	caa4 gau3	345
狗臂架	gau2 bei3 gaa2	345
紀元	gei2 jyun4	345
桂魚	gwai3 jyu2	345
骨瘦如柴	gwat1 sau3 jyu4 caai4	345
廣場舞	gwong2 coeng4 mou5	345
開估	hoi1 gu2	345
空中小姐	hung1 zung1 siu2 ze2	345
一把火	jat1 baa2 fo2	345
賢淑	jin4 suk6	345
若有所失	joek6 jau5 so2 sat1	345
離間	lei4 gaan3	345
撈過界	lou1 gwo3 gaai3	345
葡撻	pou4 taat1	345
世交	sai3 gaau1	345
食糖	sik6 tong2	345
善男信女	sin6 naam4 seon3 neoi5	345
雙槓	soeng1 gong3	345
上聲	soeng5 sing1	345
威迫利誘	wai1 bik1 lei6 jau5	345
温故知新	wan1 gu3 zi1 san1	345
縱橫交錯	zung1 waang4 gaau1 co3	345
押韻	aat3 wan5	344
大掃	daai6 sou3	344
豆芽	dau6 ngaa4	344
獨來獨往	duk6 loi4 duk6 wong5	344
東奔西跑	dung1 ban1 sai1 paau2	344
快靚正	faai3 leng3 zeng3	344
好命	hou2 meng6	344
油潤	jau4 jeon6	344
肉眼扒	juk6 ngaan5 paa2	344
冷言冷語	laang5 jin4 laang5 jyu5	344
盲公竹	maang4 gung1 zuk1	344
戇直	ngong6 zik6	344
年少氣盛	nin4 siu3 hei3 sing6	344
手抽	sau2 cau1	344
掃瞄	sou3 miu4	344
鎮痛	zan3 tung3	344
精壯	zing1 zong3	344
象牙塔	zoeng6 ngaa4 taap3	344
擦邊球	caat3 bin1 kau4	343
唱機	coeng3 gei1	343
才智	coi4 zi3	343
穿耳	cyun1 ji5	343
大笑姑婆	daai6 siu3 gu1 po4	343
記認	gei3 jing6	343
結社	git3 se5	343
鬼剃頭	gwai2 tai3 tau4	343
恐同	hung2 tung4	343
宴席	jin3 zik6	343
雨褸	jyu5 lau1	343
與世無爭	jyu5 sai3 mou4 zang1	343
棋局	kei2 guk6	343
萬眾矚目	maan6 zung3 zuk1 muk6	343
無影無蹤	mou4 jing2 mou4 zung1	343
拍手掌	paak3 sau2 zoeng2	343
食滯	sik6 zai6	343
聽教聽話	teng1 gaau3 teng1 waa6	343
威到盡	wai1 dou3 zeon6	343
大草	daai6 cou2	342
電子磅	din6 zi2 bong2	342
科舉	fo1 geoi2	342
服輸	fuk6 syu1	342
蛤乸	gaap3 naa2	342
叫喚	giu3 wun6	342
後背	hau6 bui3	342
汽酒	hei3 zau2	342
牽扯	hin1 ce2	342
可頌	ho2 zung6	342
認低威	jing6 dai1 wai1	342
乳酸菌	jyu5 syun1 kwan2	342
瀨嘢	laai2 je5	342
略知一二	loek6 zi1 jat1 ji6	342
龍鳳鈪	lung4 fung6 aak2	342
弄權	lung6 kyun4	342
茅台酒	maau4 toi4 zau2	342
忙亂	mong4 lyun6	342
勾畫	ngau1 waak6	342
誠徵	sing4 zing1	342
天公地道	tin1 gung1 dei6 dou6	342
條毛	tiu4 mou4	342
畫板	waa2 baan2	342
找晦氣	zaau2 fui3 hei3	342
蔗渣	ze3 zaa1	342
字型	zi6 jing4	342
大西北	daai6 sai1 bak1	341
燈謎	dang1 mai4	341
倒灌	dou3 gun3	341
一了百了	jat1 liu5 baak3 liu5	341
玄妙	jyun4 miu6	341
鹿茸	luk6 jung4	341
派信	paai3 seon3	341
十國	sap6 kwok3	341
詢問處	seon1 man6 cyu3	341
雙喜	soeng1 hei2	341
掃風	sou3 fung1	341
天籟	tin1 laai6	341
托手踭	tok3 sau2 zaang1	341
浸透	zam3 tau3	341
自投羅網	zi6 tau4 lo4 mong5	341
直男	zik6 naam4	341
災劫	zoi1 gip3	341
捉弄	zuk1 lung6	341
不由得	bat1 jau4 dak1	340
春夢	ceon1 mung6	340
沖昏頭腦	cung1 fan1 tau4 nou5	340
儲藏	cyu5 cong4	340
打蛇餅	daa2 se4 beng2	340
好飲	hou2 jam2	340
嚴刑	jim4 jing4	340
拒保	keoi5 bou2	340
籮柚	lo1 jau2	340
良心發現	loeng4 sam1 faat3 jin6	340
剝花生	mok1 faa1 sang1	340
乃係	naai5 hai6	340
誓神劈願	sai6 san4 pek3 jyun6	340
聲大夾惡	seng1 daai6 gaap3 ok3	340
詩情畫意	si1 cing4 waa2 ji3	340
鬆糕鞋	sung1 gou1 haai4	340
吞拿	tan1 naa4	340
天邊	tin1 bin1	340
挽手	waan5 sau2	340
自然而然	zi6 jin4 ji4 jin4	340
表叔	biu2 suk1	339
抽象畫	cau1 zoeng6 waa2	339
磁鐵	ci4 tit3	339
對面海	deoi3 min6 hoi2	339
道觀	dou6 gun3	339
獨立包裝	duk6 laap6 baau1 zong1	339
發神經	faat3 san4 ging1	339
黑房	hak1 fong2	339
開天窗	hoi1 tin1 coeng1	339
冤屈	jyun1 wat1	339
概率	koi3 leot2	339
馬步	maa5 bou6	339
默劇	mak6 kek6	339
年輕有為	nin4 hing1 jau5 wai4	339
上進心	soeng6 zeon3 sam1	339
暑期班	syu2 kei4 baan1	339
條女	tiu4 neoi2	339
窩藏	wo1 cong4	339
子夜	zi2 je6	339
中拳	zung3 kyun4	339
著述	zyu3 seot6	339
霸凌	baa3 ling4	338
扮懵	baan6 mung2	338
筆戰	bat1 zin3	338
波板糖	bo1 baan2 tong2	338
持家	ci4 gaa1	338
藏匿	cong4 nik1	338
得意忘形	dak1 ji3 mong4 jing4	338
豆蔻	dau6 kau3	338
故技重施	gu3 gei6 cung4 si1	338
黑星	hak1 sing1	338
口訣	hau2 kyut3	338
氣節	hei3 zit3	338
引經據典	jan5 ging1 geoi3 din2	338
迂腐	jyu1 fu6	338
囉嗦	lo1 so1	338
米字旗	mai5 zi6 kei4	338
命根	meng6 gan1	338
事務律師	si6 mou6 leot6 si1	338
攝石人	sip3 sek6 jan4	338
天公造美	tin1 gung1 zou6 mei5	338
天壤之別	tin1 joeng6 zi1 bit6	338
揾着數	wan2 zoek6 sou3	338
黃花魚	wong4 faa1 jyu2	338
污糟邋遢	wu1 zou1 laat6 taat3	338
護城河	wu6 sing4 ho4	338
走甩	zau2 lat1	338
子彈火車	zi2 daan2 fo2 ce1	338
醜怪	cau2 gwaai3	337
磁浮	ci4 fau4	337
對照組	deoi3 ziu3 zou2	337
花女	faa1 neoi2	337
飯館	faan6 gun2	337
飛車黨	fei1 ce1 dong2	337
火險	fo2 him2	337
復國	fuk6 gwok3	337
逢迎	fung4 jing4	337
結紮	git3 zaat3	337
貫徹始終	gun3 cit3 ci2 zung1	337
開細	hoi1 sai3	337
惹事	je5 si6	337
裙腳仔	kwan4 goek3 zai2	337
文路	man4 lou6	337
西寧	sai1 ning4	337
失諸交臂	sat1 zyu1 gaau1 bei3	337
蝕章	sit6 zoeng1	337
小聰明	siu2 cung1 ming4	337
和藹	wo4 oi2	337
揸弗	zaa1 fit1	337
不治之症	bat1 zi6 zi1 zing3	336
茶莊	caa4 zong1	336
薔薇	coeng4 mei4	336
發市	faat3 si5	336
骷髏骨	fu1 lou4 gwat1	336
氣孔	hei3 hung2	336
一刀兩斷	jat1 dou1 loeng5 dyun6	336
漁夫帽	jyu4 fu1 mou2	336
原形畢露	jyun4 jing4 bat1 lou6	336
柳絮	lau5 seoi5	336
力薦	lik6 zin3	336
媽祖	maa1 zou2	336
五臟	ng5 zong6	336
省會	saang2 wui6	336
搜刮	sau2 gwaat3	336
食水深	sik6 seoi2 sam1	336
塘魚	tong4 jyu4	336
銅牆鐵壁	tung4 coeng4 tit3 bik1	336
和而不同	wo4 ji4 bat1 tung4	336
回天乏術	wui4 tin1 fat6 seot6	336
招財貓	ziu1 coi4 maau1	336
做文章	zou6 man4 zoeng1	336
眾望	zung3 mong6	336
鼻鼾聲	bei6 hon4 seng1	335
千軍萬馬	cin1 gwan1 maan6 maa5	335
潮汐	ciu4 zik6	335
聰穎	cung1 wing6	335
黨鞭	dong2 bin1	335
冬泳	dung1 wing6	335
悔婚	fui3 fan1	335
救濟金	gau3 zai3 gam1	335
恩客	jan1 haak3	335
伊斯蘭堡	ji1 si1 laan4 bou2	335
兒孫滿堂	ji4 syun1 mun5 tong4	335
痢疾	lei6 zat6	335
貔貅	pei4 jau1	335
耍功夫	saa2 gung1 fu1	335
水機	seoi2 gei1	335
鐵粉	tit3 fan2	335
唐突	tong4 dat6	335
瘟神	wan1 san4	335
進退維谷	zeon3 teoi3 wai4 guk1	335
照燒	ziu3 siu1	335
變卦	bin3 gwaa3	334
部屬	bou6 suk6	334
隨俗	ceoi4 zuk6	334
情網	cing4 mong5	334
蹉跎	co1 to4	334
全相	cyun4 soeng3	334
打水	daa2 seoi2	334
定神	ding6 san4	334
待聘	doi6 ping3	334
到嘔	dou3 au2	334
非黑即白	fei1 hak1 zik1 baak6	334
科長	fo1 zoeng2	334
口痕	hau2 han4	334
去勢	heoi3 sai3	334
開初	hoi1 co1	334
吟詩	jam4 si1	334
有買趁手	jau5 maai5 can3 sau2	334
耶穌會	je4 sou1 wui2	334
論資排輩	leon6 zi1 paai4 bui3	334
仆親	puk1 can1	334
三扒兩撥	saam1 paa4 loeng5 but6	334
收火	sau1 fo2	334
赦免	se3 min5	334
水靴	seoi2 hoe1	334
叔公	suk1 gung1	334
威士	wai1 si2	334
姐弟	ze2 dai6	334
借題	ze3 tai4	334
品茶	ban2 caa4	333
別樹一幟	bit6 syu6 jat1 ci3	333
插贓嫁禍	caap3 zong1 gaa3 wo6	333
稱譽	cing1 jyu6	333
速寫	cuk1 se2	333
雞心	gai1 sam1	333
檢獲	gim2 wok6	333
灌木	gun3 muk6	333
共享經濟	gung6 hoeng2 ging1 zai3	333
孔武有力	hung2 mou5 jau5 lik6	333
音調	jam1 diu6	333
潤滑油	jeon6 waat6 jau2	333
豔舞	jim6 mou5	333
三五七	saam1 ng5 cat1	333
小食部	siu2 sik6 bou6	333
為皮	wai4 pei2	333
蝴蝶蘭	wu4 dip6 laan4	333
擇吉	zaak6 gat1	333
珍愛	zan1 oi3	333
自毀長城	zi6 wai2 coeng4 sing4	333
葬送	zong3 sung3	333
竹蔗	zuk1 ze3	333
白瓜子	baak6 gwaa1 zi2	332
兜頭	dau1 tau4	332
待查	doi6 caa4	332
動作指導	dung6 zok3 zi2 dou6	332
工業品	gung1 jip6 ban2	332
慳税	haan1 seoi3	332
荷包蛋	ho4 baau1 daan2	332
好賺	hou2 zaan6	332
人力車	jan4 lik6 ce1	332
野雞	je5 gai1	332
蹺蹊	kiu1 kei1	332
群星拱照	kwan4 sing1 gung2 ziu3	332
內子	noi6 zi2	332
食死貓	sik6 sei2 maau1	332
填飽	tin4 baau2	332
顫動	zin3 dung6	332
不倒翁	bat1 dou3 jung1	331
部頭	bou6 tau2	331
出人意料	ceot1 jan4 ji3 liu6	331
彩數	coi2 sou3	331
機不可失	gei1 bat1 ho2 sat1	331
掛心	gwaa3 sam1	331
含膿	ham6 nung4	331
語法	jyu5 faat3	331
圓肉	jyun4 juk6	331
攜眷	kwai4 gyun3	331
冷馬	laang5 maa5	331
墨魚丸	mak6 jyu4 jyun2	331
莫財	mok6 coi4	331
忘恩負義	mong4 jan1 fu6 ji6	331
癌腫	ngaam4 zung2	331
三角褲	saam1 gok3 fu3	331
西服	sai1 fuk6	331
小時工	siu2 si4 gung1	331
相濡以沫	soeng1 jyu4 ji5 mut6	331
睇低	tai2 dai1	331
黃道	wong4 dou6	331
渣古	zaa1 gu2	331
爭地盤	zaang1 dei6 pun4	331
自討苦吃	zi6 tou2 fu2 hek3	331
摺櫈	zip3 dang3	331
捉棋	zuk1 kei2	331
中階	zung1 gaai1	331
不自量力	bat1 zi6 loeng6 lik6	330
必死無疑	bit1 sei2 mou4 ji4	330
稻草人	dou6 cou2 jan4	330
東施效顰	dung1 si1 haau6 pan4	330
訃吿	fu6 gou3	330
付諸	fu6 zyu1	330
隔涉	gaak3 sip3	330
夾口供	gaap3 hau2 gung1	330
剛啱	gong1 ngaam1	330
光宗耀祖	gwong1 zung1 jiu6 zou2	330
捐軀	gyun1 keoi1	330
去污	heoi3 wu1	330
裏邊	leoi5 bin1	330
銀両	ngan4 loeng2	330
譬喻	pei3 jyu6	330
三隻手	saam1 zek3 sau2	330
散亂	saan2 lyun6	330
西曆	sai1 lik6	330
樹蔭	syu6 jam3	330
揸大膽車	zaa1 daai6 daam2 ce1	330
卑躬屈膝	bei1 gung1 wat1 sat1	329
捕風捉影	bou6 fung1 zuk1 jing2	329
寸步不離	cyun3 bou6 bat1 lei4	329
全員	cyun4 jyun4	329
大地魚	daai6 dei6 jyu2	329
分餅仔	fan1 beng2 zai2	329
伏兵	fuk6 bing1	329
格食格	gaak3 sik6 gaak3	329
喼汁	gip1 zap1	329
棺材本	gun1 coi4 bun2	329
孝子賢孫	haau3 zi2 jin4 syun1	329
行禮如儀	hang4 lai5 jyu4 ji4	329
饒恕	jiu4 syu3	329
殃及池魚	joeng1 kap6 ci4 jyu4	329
惡晒	ngok3 saai3	329
哀怨	oi1 jyun3	329
師從	si1 cung4	329
賓州	ban1 zau1	328
悲歡離合	bei1 fun1 lei4 hap6	328
布碎	bou3 seoi3	328
聰敏	cung1 man5	328
打石膏	daa2 sek6 gou1	328
帶水	daai3 seoi2	328
頂更	ding2 gaang1	328
黨旗	dong2 kei4	328
急才	gap1 coi4	328
潔身自愛	git3 san1 zi6 oi3	328
乾炒牛河	gon1 caau2 ngau4 ho2	328
姑婆	gu1 po4	328
古風	gu2 fung1	328
拷貝	haau1 bui3	328
隱姓埋名	jan2 sing3 maai4 ming4	328
遊子	jau4 zi2	328
延年益壽	jin4 nin4 jik1 sau6	328
影衰	jing2 seoi1	328
愚不可及	jyu4 bat1 ho2 kap6	328
乳膠	jyu5 gaau1	328
與時俱進	jyu5 si4 keoi1 zeon3	328
琴鍵	kam4 gin6	328
掹車邊	maan1 ce1 bin1	328
沒水	mei6 seoi2	328
面左左	min6 zo2 zo2	328
眼圈	ngaan5 hyun1	328
世叔	sai3 suk1	328
禪院	sim4 jyun2	328
竊笑	sit3 siu3	328
嫂子	sou2 zi2	328
作壁上觀	zok3 bik1 soeng6 gun1	328
造次	zou6 ci3	328
包包面	baau1 baau1 min6	327
博大精深	bok3 daai6 zing1 sam1	327
煲仔	bou1 zai2	327
傳聲筒	cyun4 sing1 tung2	327
大差	daai6 caai1	327
踏步	daap6 bou6	327
鼎鼎大名	ding2 ding2 daai6 ming4	327
花碌碌	faa1 luk1 luk1	327
花灑頭	faa1 saa2 tau4	327
救傷	gau3 soeng1	327
高攀	gou1 paan1	327
海市蜃樓	hoi2 si5 san5 lau4	327
人精	jan4 zing1	327
越描越黑	jyut6 miu4 jyut6 hak1	327
輪任	leon4 jam6	327
連隨	lin4 ceoi4	327
六壬	luk6 jam4	327
尾板	mei5 baan2	327
旁門左道	pong4 mun4 zo2 dou6	327
石春	sek6 ceon1	327
上週	soeng6 zau1	327
拖落水	to1 lok6 seoi2	327
桃子	tou4 zi2	327
污辱	wu1 juk6	327
丫頭	aa1 tau4	326
白種人	baak6 zung2 jan4	326
冰袋	bing1 doi2	326
青靚白淨	ceng1 leng3 baak6 zeng6	326
胳膊	gaak3 bok3	326
閣揆	gok3 kwai4	326
講咩	gong2 me1	326
海草	hoi2 cou2	326
爛賬	laan6 zoeng3	326
露筍	lou6 seon2	326
問心	man6 sam1	326
喃喃	naam4 naam4	326
心邪	sam1 ce4	326
畫蛇添足	waak6 se4 tim1 zuk1	326
鏟平	caan2 ping4	325
唱片騎師	coeng3 pin2 ke4 si1	325
發軟	faat3 jyun5	325
火坑	fo2 haang1	325
風水佬	fung1 seoi2 lou2	325
交帶	gaau1 daai3	325
機心	gei1 sam1	325
激親	gik1 can1	325
鍵入	gin6 jap6	325
下等	haa6 dang2	325
後波	hau6 bo1	325
行當	hong4 dong1	325
夜冷	je6 laang1	325
辣椒仔	laat6 ziu1 zai2	325
無堅不摧	mou4 gin1 bat1 ceoi1	325
世仇	sai3 sau4	325
書友	syu1 jau2	325
調解員	tiu4 gaai2 jyun4	325
雜牌軍	zaap6 paai4 gwan1	325
豬朋狗友	zyu1 pang4 gau2 jau5	325
斑紋	baan1 man4	324
不一而足	bat1 jat1 ji4 zuk1	324
稱身	cing3 san1	324
大白菜	daai6 baak6 coi3	324
丹田	daan1 tin4	324
櫈仔	dang3 zai2	324
交頭接耳	gaau1 tau4 zip3 ji5	324
口快快	hau2 faai3 faai3	324
領港	ling5 gong2	324
羅盤	lo4 pun4	324
妙用	miu6 jung6	324
煤油	mui4 jau4	324
眼冤	ngaan5 jyun1	324
翳焗	ngai3 guk6	324
牛郎	ngau4 long4	324
世世代代	sai3 sai3 doi6 doi6	324
辛苦晒	san1 fu2 saai3	324
繩結	sing4 git3	324
消亡	siu1 mong4	324
銅臭	tung4 cau3	324
衞生官員	wai6 sang1 gun1 jyun4	324
雲霄	wan4 siu1	324
奏樂	zau3 ngok6	324
蒸蒸日上	zing1 zing1 jat6 soeng5	324
證婚人	zing3 fan1 jan4	324
蠢動	ceon2 dung6	323
單刀直入	daan1 dou1 zik6 jap6	323
反目成仇	faan2 muk6 sing4 sau4	323
方寸大亂	fong1 cyun3 daai6 lyun6	323
苦水	fu2 seoi2	323
功勛	gung1 fan1	323
陰司紙	jam1 si1 zi2	323
一嘢	jat1 je5	323
幼教	jau3 gaau3	323
煙雨	jin1 jyu5	323
魚餌	jyu4 nei6	323
園丁	jyun4 ding1	323
卡爾文	kaa1 ji5 man4	323
兩岸四地	loeng5 ngon6 sei3 dei6	323
男女老少	naam4 neoi5 lou5 siu3	323
扭波	nau2 bo1	323
腦細	nou5 sai3	323
心理衞生	sam1 lei5 wai6 sang1	323
四方形	sei3 fong1 jing4	323
屍斑	si1 baan1	323
釋迦牟尼	sik1 gaa1 mau4 nei4	323
雪菜	syut3 coi3	323
周而復始	zau1 ji4 fuk6 ci2	323
瞻前顧後	zim1 cin4 gu3 hau6	323
沾污	zim1 wu1	323
早安	zou2 on1	323
情深款款	cing4 sam1 fun2 fun2	322
鋤強扶弱	co4 koeng4 fu4 joek6	322
特准	dak6 zeon2	322
釘死	deng1 sei2	322
粉撲	fan2 pok3	322
芳齡	fong1 ling4	322
仿皮	fong2 pei2	322
副官	fu3 gun1	322
雞仔聲	gai1 zai2 seng1	322
腳骨力	goek3 gwat1 lik6	322
公所	gung1 so2	322
下壓	haa6 aat3	322
迂迴曲折	jyu1 wui4 kuk1 zit3	322
扣喉	kau3 hau4	322
累進	leoi6 zeon3	322
老羞成怒	lou5 sau1 sing4 nou6	322
魔王	mo1 wong4	322
摸住	mo2 zyu6	322
男人老狗	naam4 jan4 lou5 gau2	322
成王敗寇	sing4 wong4 baai6 kau3	322
送舊迎新	sung3 gau6 jing4 san1	322
頭面	tau4 min6	322
鐵餅	tit3 beng2	322
調養	tiu4 joeng5	322
紙包飲品	zi2 baau1 jam2 ban2	322
正意	zing3 ji3	322
總的來説	zung2 dik1 loi4 syut3	322
茁壯	zyut3 zong3	322
不懷好意	bat1 waai4 hou2 ji3	321
標點符號	biu1 dim2 fu4 hou2	321
第六感	dai6 luk6 gam2	321
釣友	diu3 jau2	321
防患未然	fong4 waan6 mei6 jin4	321
夾手	gaap3 sau2	321
交火	gaau1 fo2	321
機場巴士	gei1 coeng4 baa1 si2	321
技窮	gei6 kung4	321
結存	git3 cyun4	321
共治	gung6 zi6	321
棍子	gwan3 zi2	321
慳水慳力	haan1 seoi2 haan1 lik6	321
含羞	ham4 sau1	321
語焉不詳	jyu5 jin4 bat1 coeng4	321
買通	maai5 tung1	321
能屈能伸	nang4 wat1 nang4 san1	321
哀號	oi1 hou6	321
省去	saang2 heoi3	321
心靈雞湯	sam1 ling4 gai1 tong1	321
伺候	si6 hau6	321
天壇	tin1 taan4	321
孜孜不倦	zi1 zi1 bat1 gyun6	321
中飽私囊	zung1 baau2 si1 nong4	321
煮飯婆	zyu2 faan6 po2	321
不出所料	bat1 ceot1 so2 liu6	320
巡察	ceon4 caat3	320
前哨	cin4 saau3	320
低等	dai1 dang2	320
低窪	dai1 waa1	320
電車站	din6 ce1 zaam6	320
故步自封	gu3 bou6 zi6 fung1	320
喊驚	haam3 geng1	320
入錢	jap6 cin2	320
一便	jat1 bin6	320
一盤散沙	jat1 pun4 saan2 saa1	320
如膠似漆	jyu4 gaau1 ci5 cat1	320
誇獎	kwaa1 zoeng2	320
無從稽考	mou4 cung4 kai1 haau2	320
武士刀	mou5 si6 dou1	320
木結他	muk6 git3 taa1	320
年畫	nin4 waa2	320
洗太平地	sai2 taai3 ping4 dei6	320
心扉	sam1 fei1	320
黃種人	wong4 zung2 jan4	320
直通巴	zik6 tung1 baa1	320
白板	baak6 baan2	319
不勝枚舉	bat1 sing1 mui4 geoi2	319
鼻屎	bei6 si2	319
飆高	biu1 gou1	319
炒冷飯	caau2 laang5 faan6	319
淒厲	cai1 lai6	319
從中作梗	cung4 zung1 zok3 gang2	319
豆丁	dau6 deng1	319
分甘同味	fan1 gam1 tung4 mei6	319
附庸	fu6 jung4	319
骨場	gwat1 coeng4	319
有機物	jau5 gei1 mat6	319
影音器材	jing2 jam1 hei3 coi4	319
藍帽子	laam4 mou2 zi2	319
牛工	ngau4 gung1	319
鞍馬	on1 maa5	319
攀附	paan1 fu6	319
撲克牌	pok3 hak1 paai2	319
潑婦	put3 fu5	319
射籃	se6 laam2	319
聖水	sing3 seoi2	319
兆頭	siu6 tau4	319
黃疸	wong4 taan2	319
知足常樂	zi1 zuk1 soeng4 lok6	319
自私自利	zi6 si1 zi6 lei6	319
摺痕	zip3 han2	319
焦耳	ziu1 ji5	319
猜拳	caai1 kyun4	318
餐刀	caan1 dou1	318
青斑	ceng1 baan1	318
賜教	ci3 gaau3	318
暹羅	cim3 lo2	318
卓見	coek3 gin3	318
發姣	faat3 haau4	318
放長雙眼	fong3 coeng4 soeng1 ngaan5	318
見微知著	gin3 mei4 zi1 zyu3	318
國法	gwok3 faat3	318
敲擊樂	haau1 gik1 ngok6	318
刻苦耐勞	hak1 fu2 noi6 lou4	318
起首	hei2 sau2	318
肉地	juk6 dei2	318
驅邪	keoi1 ce4	318
冷親	laang5 can1	318
龍門架	lung4 mun4 gaa2	318
龍蛇混雜	lung4 se4 wan6 zaap6	318
密宗	mat6 zung1	318
脢頭	mui4 tau2	318
安卡拉	on1 kaa1 laai1	318
皮光肉滑	pei4 gwong1 juk6 waat6	318
生生不息	sang1 sang1 bat1 sik1	318
豉油雞	si6 jau4 gai1	318
條友	tiu4 jau2	318
同種	tung4 zung2	318
將官	zoeng3 gun1	318
造神	zou6 san4	318
拔刀相助	bat6 dou1 soeng1 zo6	317
駁船	bok3 syun4	317
杯酒	bui1 zau2	317
半圓	bun3 jyun4	317
半途出家	bun3 tou4 ceot1 gaa1	317
廁所水	ci3 so2 seoi2	317
淺灘	cin2 taan1	317
大良	daai6 loeng4	317
大朋	daai6 paang2	317
大嘥鬼	daai6 saai1 gwai2	317
洞察	dung6 caat3	317
飛濺	fei1 zin3	317
鳳凰木	fung6 wong4 muk6	317
夾帶	gaap3 daai3	317
滾瓜爛熟	gwan2 gwaa1 laan6 suk6	317
合宜	hap6 ji4	317
香雞	hoeng1 gai1	317
開門見山	hoi1 mun4 gin3 saan1	317
有瓦遮頭	jau5 ngaa5 ze1 tau4	317
賢內助	jin4 noi6 zo6	317
面聖	min6 sing3	317
墓誌銘	mou6 zi3 ming5	317
滿族	mun5 zuk6	317
婀娜多姿	o2 no2 do1 zi1	317
三餐不繼	saam1 caan1 bat1 gai3	317
十室九空	sap6 sat1 gau2 hung1	317
食人䱽	sik6 jan4 cong1	317
魂魄	wan4 paak3	317
和藹可親	wo4 oi2 ho2 can1	317
自作聰明	zi6 zok3 cung1 ming4	317
節哀順變	zit3 oi1 seon6 bin3	317
撞頭	zong6 tau4	317
鴨店	aap2 dim3	316
百褶裙	baak3 zip3 kwan4	316
不容置疑	bat1 jung4 zi3 ji4	316
殘存	caan4 cyun4	316
塞拉利昂	coi3 laai1 lei6 ngong4	316
釣大魚	diu3 daai6 jyu2	316
代用	doi6 jung6	316
分身不暇	fan1 san1 bat1 haa4	316
救傷車	gau3 soeng1 ce1	316
舉步	geoi2 bou6	316
公募	gung1 mou6	316
君主制	gwan1 zyu2 zai3	316
後援	hau6 wun4	316
虛張聲勢	heoi1 zoeng1 seng1 sai3	316
陰毒	jam1 duk6	316
耳聾	ji5 lung4	316
樣式	joeng6 sik1	316
藍燈籠	laam4 dang1 lung4	316
咩呀	me1 aa4	316
眉筆	mei4 bat1	316
諗落	nam2 lok6	316
三味	saam1 mei2	316
世伯	sai3 baak3	316
收兵	sau1 bing1	316
水瓜	seoi2 gwaa1	316
水溝	seoi2 kau1	316
試音	si3 jam1	316
識時務	sik1 si4 mou6	316
賞面	soeng2 min2	316
從容不迫	sung1 jung4 bat1 bik1	316
鼠藥	syu2 joek6	316
睇病	tai2 beng6	316
啜泣	zyut3 jap1	316
波瀾壯闊	bo1 laan4 zong3 fut3	315
補牙	bou2 ngaa4	315
茶粿	caa4 gwo2	315
弟兄	dai6 hing1	315
倒戈相向	dou2 gwo1 soeng1 hoeng3	315
付帳	fu6 zoeng3	315
孤陋寡聞	gu1 lau6 gwaa2 man4	315
鹽焗	jim4 guk6	315
拍拍屁股	paak3 paak3 pei3 gu2	315
破日	po3 jat2	315
呻笨	san3 ban6	315
修整	sau1 zing2	315
馴獸師	seon4 sau3 si1	315
閃人	sim2 jan4	315
條鐵	tiu4 tit3	315
台客	toi4 haak3	315
糖衣毒藥	tong4 ji1 duk6 joek6	315
同心協力	tung4 sam1 hip3 lik6	315
胃鏡	wai6 geng3	315
精舍	zing1 se3	315
薄霧	bok6 mou6	314
隨口噏	ceoi4 hau2 ap1	314
大纜	daai6 laam6	314
導引	dou6 jan5	314
腳骨	goek3 gwat1	314
孤掌難鳴	gu1 zoeng2 naan4 ming4	314
入冊	jap6 caak3	314
異想天開	ji6 soeng2 tin1 hoi1	314
言歸正傳	jin4 gwai1 zing3 zyun2	314
浴鹽	juk6 jim4	314
拘束	keoi1 cuk1	314
強詞奪理	koeng5 ci4 dyut6 lei5	314
麻瘋	maa4 fung1	314
物產	mat6 caan2	314
麪包糠	min6 baau1 hong1	314
鳴金收兵	ming4 gam1 sau1 bing1	314
牧羊	muk6 joeng4	314
五福	ng5 fuk1	314
身光頸靚	san1 gwong1 geng2 leng3	314
辛亥	san1 hoi6	314
死期	sei2 kei4	314
成蟲	sing4 cung4	314
數不盡	sou2 bat1 zeon6	314
雪山獅子	syut3 saan1 si1 zi2	314
淡口	taam5 hau2	314
條目	tiu4 muk6	314
通航	tung1 hong4	314
黃銅	wong4 tung4	314
回馬槍	wui4 maa5 coeng1	314
自取其辱	zi6 ceoi2 kei4 juk6	314
冰櫃	bing1 gwai6	313
花白	faa1 baak6	313
發達國	faat3 daat6 gwok3	313
霍爾木茲	fok3 ji5 muk6 zi1	313
放養	fong3 joeng5	313
夾手夾腳	gaap3 sau2 gaap3 goek3	313
急口令	gap1 hau2 ling6	313
叫糊	giu3 wu2	313
過主	gwo3 zyu2	313
光怪陸離	gwong1 gwaai3 luk6 lei4	313
希冀	hei1 kei3	313
歇馬	hit3 maa5	313
一蚊雞	jat1 man1 gai1	313
疑竇	ji4 dau3	313
靈媒	ling4 mui4	313
文儀	man4 ji4	313
