char	jyutping	freq
直板	zik6 baan2	39
直髮器	zik6 faat3 hei3	39
尖鋭化	zim1 jeoi6 faa3	39
展延	zin2 jin4	39
接生婆	zip3 saang1 po2	39
摺皺	zip3 zau3	39
截彎取直	zit6 waan1 ceoi2 zik6	39
朝秦暮楚	ziu1 ceon4 mou6 co2	39
撞棍	zong6 gwan3	39
做瓜	zou6 gwaa1	39
做生活	zou6 sang1 wut6	39
中間名	zung1 gaan1 meng2	39
豬乸菜	zyu1 naa2 coi3	39
誅心論	zyu1 sam1 leon6	39
轉遞	zyun2 dai6	39
啞仔	aa2 zai2	38
阿克拉	aa3 hak1 laai1	38
敗者為寇	baai6 ze2 wai4 kau3	38
白領階級	baak6 ling5 gaai1 kap1	38
檳榔嶼	ban1 long4 zeoi6	38
笨頭笨腦	ban6 tau2 ban6 nou5	38
筆順	bat1 seon6	38
彼此彼此	bei2 ci2 bei2 ci2	38
邊緣地區	bin1 jyun4 dei6 keoi1	38
弁言	bin6 jin4	38
兵書	bing1 syu1	38
錶肉	biu1 juk2	38
煲老藕	bou1 lou5 ngau5	38
補寫	bou2 se2	38
步履維艱	bou6 lei5 wai4 gaan1	38
僕從	buk6 cung4	38
餐叉	caan1 caa1	38
產業界	caan2 jip6 gaai3	38
撐場面	caang1 coeng4 min6	38
撐場面	caang3 coeng4 min2	38
刷過	caat3 gwo3	38
皺皮瓜	caau4 pei4 gwaa1	38
砌辭	cai3 ci4	38
層層加碼	cang4 cang4 gaa1 maa5	38
醜死怪	cau2 sei2 gwaai3	38
車鈴	ce1 ling4	38
春心動	ceon1 sam1 dung6	38
出老千	ceot1 lou5 cin1	38
磁卡	ci4 kaat1	38
瞪羚	cing4 ling4	38
朝前	ciu4 cin4	38
槍桿	coeng1 gon1	38
暢達	coeng3 daat6	38
